"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"0",2.87216443053865e-05,2.87216443061696e-05,2.87216443053786e-05,0.3645922390285,0.0837721235952048,2.87216443054359e-05,2.87216443049289e-05,0.0769946424157617,2.87216443054051e-05,0.0362116830066468,2.87216443113503e-05,2.8721644305395e-05,2.87216443053975e-05,2.87216443053773e-05,2.87216443054216e-05,2.87216443054555e-05,2.87216443053836e-05,2.87216442940304e-05,0.0741047234647167,2.87216443041845e-05,2.87216443054219e-05,2.87216443053796e-05,2.87216442929178e-05,2.8721644303615e-05,0.0368387284349407,0.30680361569852,2.87216443053814e-05,0.0200503681810103,2.87216443053836e-05,2.8721644305392e-05
"1",4.02942075894023e-05,4.02942075892395e-05,4.02942076184861e-05,0.0625947686517704,0.101331236180522,4.0294207589411e-05,4.02942075535883e-05,0.182557209570884,0.0637969713155376,5.90360941272647e-05,0.0252537016662446,0.101286492736343,4.02942075874982e-05,5.17745911829691e-05,4.02942075894472e-05,0.137461389404541,0.00158626308796716,4.02942075384249e-05,0.0748740655348722,4.02942075894251e-05,0.142947397086004,4.0294207589411e-05,0.0446548646998376,4.02942075451595e-05,4.02942075894039e-05,0.0609001220588762,4.02942075894096e-05,4.02942075894372e-05,4.02942075609331e-05,4.02942075801196e-05
"2",3.91760601188342e-05,0.281336871822961,3.91760601188372e-05,0.00929701680757823,3.9176060118859e-05,0.000109441356888718,3.91760601330844e-05,3.91760601188349e-05,0.0113083831319468,0.037132506134732,0.111661190888684,3.91760601188412e-05,0.0752430507925397,0.0546233888075201,3.91760601188526e-05,3.91760601188305e-05,3.91760601192071e-05,0.00444804226193018,0.191244165023647,3.91760601187853e-05,3.91760601188333e-05,0.0017525061361217,0.104777620337451,0.0661385043264565,0.00315075319416263,3.91760601191021e-05,0.00254556063600705,0.0293884955910945,0.0153332139687193,3.91760601188356e-05
"3",0.0123569370027444,0.148990492788536,2.82202595306773e-05,0.0490884215395011,2.82202594888971e-05,2.82202594890031e-05,2.8220259504425e-05,2.82202594933498e-05,3.39039611241278e-05,3.50872770777584e-05,2.82202594782514e-05,0.295516701147082,0.136775785559506,2.82202594850644e-05,2.82202594958299e-05,2.82202594889556e-05,2.82202595014143e-05,2.82202593015993e-05,2.8220259489001e-05,2.82202597759817e-05,2.82202594889985e-05,2.82202594889916e-05,2.82202595817758e-05,2.82202619704775e-05,0.0607551131919643,2.82202594799676e-05,0.295854932080956,2.8220259488982e-05,2.82202589971012e-05,2.82202594889947e-05
"4",0.0712975412909823,0.356457292870986,2.77417947044326e-05,0.0177149437325517,2.77417947044348e-05,0.33478469432009,2.77417947132255e-05,2.774179470463e-05,4.5915822905522e-05,0.0818259622221144,2.77417947095286e-05,2.7741794704445e-05,2.77417947044353e-05,2.77417947044351e-05,2.77417947043897e-05,5.12808245401836e-05,2.77417947044347e-05,2.77417947071028e-05,0.0504779973462244,0.0520727292552937,2.7741794704454e-05,0.0347066108755369,3.793733866115e-05,2.7741795416244e-05,2.77417947044371e-05,2.7741794704427e-05,2.77417947044333e-05,2.77417947044358e-05,2.77417947044353e-05,2.77417947044346e-05
"5",0.0868859848442155,3.86158233724067e-05,0.147709217006387,3.86158233722871e-05,3.86158233722576e-05,3.86158233724123e-05,0.052473266669706,0.219279494039712,3.86158233724093e-05,3.86158233724226e-05,0.0616726926981641,3.86158233724088e-05,0.0702562045589837,3.86158235990789e-05,3.86158233723658e-05,3.86158233723981e-05,3.86158233724099e-05,0.10003796888846,0.0878074932624343,0.0518961271146372,3.86158233724092e-05,0.0122786430937276,0.0128215421951714,3.86158241772653e-05,0.0961862808066657,3.86158233724047e-05,3.86158233724198e-05,3.86158233724117e-05,3.86158233729099e-05,3.86158233724107e-05
"6",4.06287524474858e-05,0.214760578688724,4.06287524474875e-05,0.0628789441309636,4.0628752447483e-05,4.06287524474816e-05,0.0143597622312144,4.06287524482553e-05,4.06287524474846e-05,4.06287524474635e-05,0.16142177773432,0.00221737245783987,0.145569497877859,0.000366112228401313,4.06287524475733e-05,4.06287524474983e-05,0.00921199499302067,4.06287538263684e-05,4.0628752447486e-05,4.06287524475255e-05,0.00901860238662267,0.0277968823758408,4.06287524492823e-05,4.06287553223193e-05,0.000976547643624592,4.0628752448289e-05,0.331584440683917,4.06287524474869e-05,0.0191467977717873,4.06287524474863e-05
"7",2.83746600786935e-05,0.100253052976954,0.000557336491574373,0.0256831467543713,5.00280781462367e-05,0.279154153537853,2.83746600814483e-05,0.244655810339837,2.83746600786884e-05,2.8374660078706e-05,2.8374660079421e-05,0.0153908731466463,2.83746600711524e-05,2.83746600786998e-05,2.83746600786819e-05,0.0431521413994004,0.0780253836951436,0.000301813871341489,0.0256398409051003,0.0309202950254185,0.021524273730269,0.0027855523228294,0.0743824665398331,2.83746612226176e-05,0.0570961189074792,2.83746600786806e-05,2.83746600786968e-05,5.8841695614993e-05,2.83746601040676e-05,2.83746600786903e-05
"8",3.89028252661855e-05,0.0062848237868629,0.0845284875735995,0.129282888770334,3.8902825266249e-05,0.199518267718419,0.00448401358613957,0.211314556136135,3.89028252661819e-05,0.0707740436456074,0.0760758712810132,0.0284412246806899,0.00930917837902631,3.89028253309805e-05,3.89028252662163e-05,0.0274499606924491,3.89028252590475e-05,0.000126777797514229,0.02785858331033,3.89028252662158e-05,0.0555419249619931,3.89028252661854e-05,0.0684258553008399,3.89028252608783e-05,3.89028252661907e-05,3.89028252661856e-05,3.89028252661842e-05,3.89028252661843e-05,3.89028252670436e-05,3.89028252661856e-05
"9",2.72367959091445e-05,0.108829700631567,2.72367959099272e-05,2.72367959029924e-05,0.0445542601163033,0.203482230225167,2.72367959207954e-05,0.000481822429131762,0.0286855195061769,0.0244414514586841,2.72367959102272e-05,0.233623822573945,0.0732299078101357,0.0453919523635738,0.0121641737911038,0.0472005036347461,2.72367959934995e-05,0.000156089343471299,2.72367959091277e-05,2.72367959009258e-05,2.7236795909111e-05,2.72367958877653e-05,2.72367961605702e-05,0.0380400371884306,0.0322172742183914,0.0125496540219285,0.0945702855441928,2.72367959091674e-05,2.72367959182937e-05,2.72367959091439e-05
