"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34"
"0",2.46312660735729e-05,2.46312660751392e-05,2.46312660735902e-05,0.012723697880998,2.46312660735872e-05,2.46312660736109e-05,2.46312660735747e-05,2.46312660714816e-05,2.46312660736015e-05,2.46312660735682e-05,2.46312660735613e-05,2.46312660735739e-05,6.72276998271399e-05,2.46312660735579e-05,0.292237359075621,2.46312660829479e-05,2.46312660735731e-05,2.46312660721876e-05,0.168096654060657,2.46312660793287e-05,2.46312660736053e-05,2.46312660735966e-05,0.0581969269391307,2.46312660735658e-05,0.0368698987451752,0.325927841223259,0.0167723397054003,2.4631266073573e-05,2.46312660732747e-05,2.46312660736636e-05,2.46312660735737e-05,0.0838142567212651,0.00467801629681423,2.46312660735744e-05,2.46312660735793e-05
"1",3.43203094013607e-05,3.43203094013156e-05,3.43203094013718e-05,3.4320309401364e-05,3.43203094002054e-05,0.058942540836103,3.43203094009912e-05,0.0197345298176437,3.43203094012006e-05,4.05377305816238e-05,0.0117570811639925,0.00164049484841498,3.43203094013727e-05,0.000846484322989185,0.0702727258041029,0.0430610239557605,3.43203094013668e-05,3.43203094014273e-05,0.0284577596293399,3.4320309369298e-05,0.0644167504954272,0.153781447062155,0.174085346317179,0.0881843764791151,0.00173902037106508,0.0903151306973855,0.107169910180922,3.4320309401375e-05,3.43203094681058e-05,3.43203094013682e-05,3.43203094001161e-05,0.0849370747185604,3.43203094013737e-05,3.43203094078242e-05,3.43203094013667e-05
"2",3.35844616150279e-05,0.285899958233725,5.80100428003442e-05,3.35844616149005e-05,0.0754477095016382,3.35844616149005e-05,3.35844616278038e-05,0.110479612901531,3.35844616148877e-05,0.0525058042683479,3.35844616148963e-05,3.35844616086251e-05,3.35844616148924e-05,0.138360538504085,0.016870611036232,0.106109911718587,0.00289913863974363,3.35844616149148e-05,3.35844616148971e-05,0.00447433600310352,3.35844616149011e-05,3.35844616149025e-05,0.00230743288130098,0.0512534924708719,0.0012393565853334,3.35844616159094e-05,0.0521742679634879,0.000344773812230033,0.0533917645044613,0.0285679928786107,3.35844616148977e-05,3.35844616149145e-05,0.0010326872085881,0.0160452494594756,3.35844616148971e-05
"3",0.00998340073160825,0.149312382828194,1.68586453500653e-05,1.68586453517357e-05,0.135842035873052,1.74850961464966e-05,1.68586453663114e-05,1.68586453509364e-05,1.6858645349589e-05,1.68586453506007e-05,1.68586453500972e-05,1.68586453639127e-05,3.80013387195816e-05,1.68586453501203e-05,0.0162844215237016,1.68586454171866e-05,1.68586453500856e-05,1.68586453763028e-05,0.0506746066497522,1.68586455133395e-05,0.268826126902049,1.68586453498736e-05,1.68586453493843e-05,1.68586453500985e-05,0.0652470356512135,1.68586453503547e-05,1.68586453500833e-05,0.303353037272463,1.68586444207211e-05,1.68586453500857e-05,1.68586453388015e-05,1.68586453497118e-05,1.68586453500887e-05,1.68586453500138e-05,1.6858645350089e-05
"4",0.0735307062476767,0.341176871588678,0.291988491740238,4.39571379965555e-05,2.37719250817399e-05,6.58488338648343e-05,2.37719250801873e-05,2.37719250817398e-05,2.3771925081913e-05,2.37719250817404e-05,0.0355513688515349,0.00208543046941847,0.0183309214166319,0.0358913511938411,2.37719250817841e-05,0.0188336562194604,0.0405361646655208,2.37719250817986e-05,0.121732780854095,2.37719250830414e-05,2.37719250817768e-05,2.3771925081708e-05,2.37719250817626e-05,2.37719250817832e-05,2.37719250817438e-05,2.37719250817441e-05,3.75818192661552e-05,2.37719250817411e-05,2.37719246480685e-05,2.37719250820245e-05,2.37719250817387e-05,2.37719250817094e-05,0.0196864780697795,3.29523907965098e-05,2.37719250817394e-05
"5",0.082553440360068,3.31067740626531e-05,3.31067740626543e-05,3.31067740626475e-05,0.0674363584432778,3.31067740626558e-05,0.0539200488372866,0.0552710173039929,3.3106774062365e-05,3.31067736302063e-05,3.31067740620138e-05,3.48495362976569e-05,3.31067740626546e-05,0.0159343486106058,3.31067740625114e-05,0.0127422709358785,0.0134752194570667,0.0527255018976154,3.31067740625488e-05,0.0989403033241969,0.000412692311512149,3.31067740626578e-05,0.230262573166633,0.0411731102696637,0.0931773119105616,3.310677406265e-05,0.0322261136239903,3.31067740626526e-05,3.31067722209681e-05,3.3106774062654e-05,0.149085811306439,3.31067740622955e-05,3.31067740626515e-05,3.310677406157e-05,3.31067740626541e-05
"6",2.42232330258487e-05,0.21787841684863,2.4223233025841e-05,2.42232330258452e-05,0.144169016736441,2.42232330258457e-05,0.0144894464763172,0.161542053282819,2.42232330258869e-05,0.00297810166525342,2.42232330258336e-05,0.00818313963858762,2.42232330258316e-05,0.00479082922246802,0.0517579557791656,2.42232330258458e-05,0.0276669518314461,2.42232330258448e-05,2.42232330257689e-05,2.42232321208779e-05,2.99376965940284e-05,2.42232330258355e-05,2.42232330263774e-05,2.42232330258454e-05,0.0023370273765366,2.42232330272159e-05,0.00259186385351153,0.342346305685468,2.42232355036407e-05,2.4223233025849e-05,2.42232330258385e-05,2.42232330258445e-05,2.42232330258444e-05,0.0187302660116455,2.42232330258485e-05
"7",1.70030371537402e-05,0.104989946688394,0.259870954171957,1.7003037153723e-05,1.70030371592563e-05,1.70030371537393e-05,1.70030371562564e-05,1.70030371537224e-05,1.70030371535518e-05,1.70030371537434e-05,0.06772352140462,0.0734020806363637,1.70030371537416e-05,1.70030371537425e-05,1.70030371537396e-05,0.0566775156085109,0.00272204227187522,0.0755356792859891,0.000176558792909766,0.00017268067854269,1.700303715375e-05,1.70030371537423e-05,0.242788396208644,1.70030371537393e-05,0.0637623948609383,1.70030371537485e-05,0.0335024365772564,1.7003037153752e-05,1.70030377134076e-05,0.0183017259960667,1.700303715374e-05,1.700303715357e-05,1.70030371537393e-05,1.70030371457368e-05,1.7003037144151e-05
"8",3.33849733526087e-05,0.00793351302248721,0.191597789225663,3.33849733526094e-05,0.00753061871643363,0.00534258459561118,0.00498318403016356,0.0692067906454621,3.33849733525701e-05,3.33849733690251e-05,3.33849733526031e-05,3.33849733557012e-05,0.0923816322290686,3.33849733526051e-05,0.136669345596936,0.0689425974961882,3.3384973352606e-05,3.33849733525685e-05,5.7180428529347e-05,0.000156237830078139,6.57631994962317e-05,0.037039127825771,0.21398955485325,0.0443627565789871,3.33849733526069e-05,3.33849733526086e-05,0.0335562370983087,3.33849733526107e-05,3.33849733663413e-05,0.000710305348302151,0.0849072367322359,3.33849733524591e-05,3.33849733526094e-05,3.338497335254e-05,3.33849733526092e-05
"9",3.31913598545436e-05,0.103393209540242,0.172342198884965,3.31913598697697e-05,0.0728926043267141,0.0719868765897441,3.31913598306818e-05,3.3191359835921e-05,0.0137140087185327,0.046409196361781,3.31913598545374e-05,3.3191359761115e-05,3.31913598545512e-05,0.0183607390550165,3.3191359852145e-05,3.31913597956447e-05,3.31913598528877e-05,3.31913598556477e-05,3.31913598545018e-05,9.31475575386955e-05,0.224928122362331,0.0496820153458979,5.90950198590465e-05,3.31913598545477e-05,0.032882776091956,0.0129074494323998,3.31913598545296e-05,0.0972931289432557,0.034808902320058,3.31913598545495e-05,9.27622205325791e-05,0.0468863494302603,0.000703164681574723,3.3191359854196e-05,3.3191359851147e-05
