"","0","1","2","3","4"
"0",0.834986051849659,0.126000453016328,0.000283674261632454,0.000283674261589858,0.0384461466107904
"1",0.331243009527749,0.569527464365928,0.0564722725818948,0.000565613389429444,0.0421916401349983
"2",0.331258441787102,0.496390217492076,0.168369265158153,0.00345997928859659,0.000522096274072862
"3",0.239453763749354,0.717634967387945,0.0001728298481021,0.000172829848176522,0.0425656091664225
"4",0.31223866538712,0.590504604222718,0.055682463199432,0.000368415328057039,0.0412058518626727
"5",0.120554648134722,0.344107538248811,0.456508005810836,0.000506049262376424,0.078323758543255
"6",0.484621263352516,0.29328072041615,0.221284177135101,0.000406919548107668,0.000406919548125153
"7",0.158714172383959,0.55399402154666,0.210743303782743,0.000778586217757231,0.07576991606888
"8",0.299752584982854,0.531307171930333,0.15644930570223,0.0119482534835975,0.00054268390098527
"9",0.172006879497386,0.761223509046909,0.000181863059447003,0.000181863059486837,0.0664058853367712
"10",0.608593054998348,0.192491238615148,0.19805918829501,0.000428259045768055,0.000428259045726833
"11",0.723345502751963,0.100518390209287,0.156548127983247,0.0193948788081327,0.000193100247370814
"12",0.335324414767301,0.589721655300478,0.000375900021724604,0.0424119662217476,0.0321660636887486
"13",0.267494633249203,0.720394462260723,0.000261233571172276,0.00515999930237369,0.00668967161652851
"14",0.286302393777999,0.1860371283143,0.282040757424601,0.000766916889387195,0.244852803593712
"15",0.139950146635762,0.714446057956899,0.144831041687721,0.000386376859805281,0.000386376859812376
"16",0.132492470335355,0.515607881268874,0.260953698107823,0.000519329779475863,0.0904266205084718
"17",0.342847102599751,0.17453484436856,0.41141743540134,0.000561092753975837,0.0706395248763734
"18",0.308819748096234,0.371078273519747,0.268651770647312,0.000746798402327256,0.0507034093343796
"19",0.241378201560886,0.483547533429682,0.267071406997243,0.007188061305317,0.000814796706872927
"20",0.343357876448983,0.270827878783733,0.385017551328871,0.000373585947443895,0.000423107490968173
"21",0.229936107457802,0.494642702290275,0.115659447895423,0.0142686135323113,0.145493128824189
"22",0.274256522560033,0.603436378135789,0.0653097070543058,0.0378655552684272,0.0191318369814448
"23",0.264512441105369,0.535554186452317,0.199153294120697,0.000390039160782048,0.00039003916083525
"24",0.0501731219283124,0.709367531687267,0.0557468778747296,0.00857791857818914,0.176134549931502
"25",0.212535429332192,0.508113495009285,0.242423941492589,0.000550972061481651,0.036376162104452
"26",0.382339737860965,0.534838731442218,0.0599163459908307,0.000354372910805936,0.02255081179518
"27",0.000132728751542248,0.95313826941862,0.000132728751534964,0.000132728751509315,0.0464635443267931
"28",0.145910121186641,0.775958232698261,0.0775971056314274,0.000267270241805941,0.000267270241863946
"29",0.0652698707045107,0.510054358243815,0.423960079400661,0.000357845825508043,0.000357845825505684
"30",0.214103837189168,0.540607871938059,0.226042373289428,0.000754001682914568,0.018491915900431
"31",0.20699869873993,0.606990348195864,0.184212980982672,0.00142474038689407,0.000373231694640104
"32",0.382480653038337,0.422049487096625,0.194679269227101,0.000395295318968093,0.00039529531896922
"33",0.330101162364479,0.507874663863465,0.145791131679084,0.00678969395234919,0.0094433481406231
"34",0.289349413355498,0.378739847064877,0.26450215773585,0.00477724298671783,0.0626313388570583
"35",0.253393852318673,0.456675299843114,0.270789707880495,0.0182948890184126,0.000846250939305711
"36",0.193196425743219,0.507755669676769,0.272787796292188,0.000508377198900209,0.0257517310889243
"37",0.345944229560428,0.462861235508676,0.190446099564916,0.000374217682987627,0.000374217682991481
"38",0.52859035077692,0.356527018754763,0.114394639521564,0.000243995473395348,0.000243995473357597
