"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"0",6.27347593187717e-05,6.27347593452163e-05,6.2734759320563e-05,0.412273122744115,0.050063690696827,6.27347593205306e-05,0.00647134352244634,0.0148529206455908,6.2734759363485e-05,6.27347593205632e-05,6.27347593205182e-05,0.0828602467203608,6.27347593152231e-05,6.27347593035613e-05,6.27347593205599e-05,0.382798413699253,6.27347593205926e-05,0.0498647101001939,6.2734759320563e-05,6.27347593228247e-05
"1",0.0190012323988012,6.08023386807052e-05,0.000447485577702208,0.161201368012125,0.125502350505429,6.08023386781159e-05,0.167895497944217,6.08023386781121e-05,0.0228796425463408,6.08023386839345e-05,0.148261935661614,0.194415557000443,0.0409163507857907,6.08023386836398e-05,6.08023386781136e-05,0.107806713446644,6.08023386794485e-05,0.0111246450729039,6.08023386781158e-05,6.08023385487485e-05
"2",0.282306260498869,8.46246791987452e-05,0.00647665606433112,8.46246791626618e-05,0.0566425238183164,8.46246791626619e-05,0.0170324774242644,0.0573450883964306,0.126360302606819,0.0163681972106858,8.46246791626596e-05,0.192813314412566,0.106767518458867,8.4624679162657e-05,8.46246791626597e-05,0.000376474637597107,0.0761046889714308,0.000578064625026402,0.0046862572961664,0.0556344275036173
"3",0.180575013059681,4.27817831597866e-05,4.27817831464863e-05,4.27817831471691e-05,4.27817831538541e-05,4.27817831464841e-05,0.270521579730324,4.27817831464919e-05,4.2781783146488e-05,4.27817831311083e-05,4.27817831464781e-05,4.27817831464962e-05,4.27817830711881e-05,4.27817831486344e-05,4.27817831464856e-05,0.0367845192277897,0.135955081174809,0.0903150169520174,0.285249844890029,4.27817845122123e-05
"4",0.476868415845378,2.90116803287953e-05,0.0264456555955618,2.90116803246584e-05,2.9011680325554e-05,0.385533763663182,0.0560553239303846,2.90116803255694e-05,2.90116803300767e-05,2.90116803255554e-05,4.15138567455059e-05,0.00415263255598314,0.0255937467591214,2.90116803255552e-05,2.90116803255564e-05,0.0249608076282457,2.90116803255556e-05,2.90116803255525e-05,2.90116803255594e-05,2.90116818092269e-05
"5",0.0386448193790165,0.0514361897918589,0.128608298600848,8.20469591391787e-05,0.244881982460847,8.20469591378979e-05,8.2046959137901e-05,8.2046959137901e-05,0.0410852697220093,8.20469591451667e-05,8.20469591378983e-05,0.119332990666477,0.0240519786041435,0.166104558975031,8.20469591379014e-05,0.0242811879972753,0.073681203420167,0.0871530977344649,8.20469591380891e-05,8.20469747488676e-05
"6",0.21435132591761,0.0158738051554332,0.0229266488050534,6.1027403927844e-05,6.10274039281476e-05,6.10274039281504e-05,6.1027403928156e-05,6.1027403928148e-05,0.179183428513187,0.0216177186387411,6.10274039281478e-05,6.10274039281475e-05,0.00143773799714187,6.10274039281426e-05,6.10274039281474e-05,0.0562406512381664,0.146357015757703,6.10274039281476e-05,0.341340366536413,6.10274012705818e-05
"7",0.108685072044859,3.04425596794742e-05,0.0996996851823449,0.0251315202066482,0.212233560544652,0.273799359071813,0.0433712323771975,0.00686286162376908,3.04425596373387e-05,3.04425596266969e-05,0.0375872108360624,0.0258897228239467,0.0762129398757485,3.04425596158196e-05,3.04425596316207e-05,0.0359422822032166,3.04425597035638e-05,0.0543410127345345,3.04425596316186e-05,3.04425576812847e-05
"8",0.00332392469083914,0.00198680174467661,5.80154126623428e-05,5.80154126623431e-05,0.202772132008621,0.211880711361657,0.055382360312335,5.80154126623417e-05,0.0839326118605375,5.80154126584817e-05,0.0595665997450167,0.085799335646708,0.0621644832130044,0.081361351403139,5.80154126623426e-05,0.143726611397485,0.00763895331469544,5.80154126623443e-05,5.80154126623417e-05,5.80154126514832e-05
"9",0.135005822955337,5.88798284380118e-05,5.88798284147263e-05,0.0193180326521849,0.0559830581890115,0.18012097827529,0.299380586106215,5.88798284114084e-05,5.8879828413075e-05,5.88798284050205e-05,0.0471722399792295,5.88798284114078e-05,5.88798282106434e-05,0.00302433170175877,5.88798284291583e-05,0.00545372833258403,0.0758647214418141,0.0529630348419281,0.0902176725523083,0.0350247543452051
"10",6.38226461444448e-05,0.15194422245399,6.38226461450212e-05,0.178892628632505,0.389725177053406,6.38226461450174e-05,0.0063548269853423,6.38226461449877e-05,6.38226461450234e-05,6.38226461192984e-05,6.38226461450322e-05,6.38226461450201e-05,6.38226461637209e-05,0.130991211438951,6.38226461450213e-05,0.141198416389838,6.38226461450203e-05,6.382264614502e-05,6.382264614337e-05,6.38226460929923e-05
"11",0.456554171319693,5.04650162131601e-06,0.0224241301568184,0.23907810243014,5.04650162446786e-06,5.04650162448495e-06,4.60307201138825e-05,5.0465016243369e-06,0.162809245238726,5.04650163440519e-06,5.04650162447255e-06,5.04650162419799e-06,0.0132879501428253,0.102506626451873,5.04650162446079e-06,5.04650162427459e-06,0.00323318551752223,5.04650162446185e-06,5.04650059076326e-06,5.04650544619147e-06
"12",0.0289907541397582,4.13890424920842e-05,4.13890425326587e-05,4.13890418322358e-05,4.13890425448759e-05,4.13890425326507e-05,0.535185848177332,0.0907564340285298,0.0191776463551291,4.13890425326547e-05,0.00653137929016312,4.1389042532655e-05,4.13890425910751e-05,0.122735621462165,4.13890425326549e-05,0.186419294953069,0.00573664008236842,0.00401110204418496,4.13890425326603e-05,4.138904264378e-05
"13",0.112354411766302,0.0043875532888936,5.93278379047555e-05,0.0266782582476959,0.20177604582364,5.9327837929748e-05,0.278891783522697,5.93278379272041e-05,0.0480362814735822,5.93278379423652e-05,0.000114654739775287,0.155091430774836,5.93278372020005e-05,5.93278379272008e-05,5.93278379272018e-05,0.0752617034233747,0.0584559473469071,0.0381337398004455,5.9327837927199e-05,0.000343567089162885
"14",0.07931876387618,0.000681533708286757,0.0606085128095357,0.0137492052113276,5.85738906086398e-05,0.000100870075385695,0.193029199896798,5.85738906086465e-05,0.00864227384262559,5.85738906089334e-05,5.85738906086429e-05,0.0730546813362355,0.128918691935453,0.0382651032718908,5.85738906086403e-05,0.152801262769774,0.00359238514751581,0.23110860676828,0.0157774660073302,5.85738903382899e-05
"15",0.0343355346718112,0.00016132796409115,0.0629397583644934,2.97117228340128e-05,0.0754047139073521,0.0856642745358513,0.403713956407382,3.32974769655755e-05,0.0118772863778466,2.97117228507414e-05,0.0935148280740983,0.107873733650017,0.0349844250653156,2.97117228411453e-05,2.97117228551518e-05,0.0825672975000547,0.00666683010413613,2.97117228340167e-05,8.44655640127482e-05,2.97117223574596e-05
"16",0.039214176964938,0.0458217454830861,0.00753772466189783,0.148045055646674,0.021492069909821,8.39154206379786e-05,0.224604569552319,8.39154206379786e-05,0.153272595974096,0.00147716717811769,0.0493340854545787,0.109036210411484,0.0902802743278203,0.0135029156056152,8.39154206379788e-05,0.0126184214082318,0.0206688505165251,0.0601767994647928,0.00258167575745039,8.39154206385919e-05
"17",0.0789767194050934,0.0895968330506767,8.49510577152506e-05,0.0161388746091983,8.49510577066318e-05,0.0317442015522436,0.0843578168509485,8.49510577066265e-05,0.189438219156818,0.00500841678620454,0.0314405109533092,8.49510577066311e-05,0.129037393212346,0.0254823385632502,8.49510577066329e-05,0.170462518266121,0.0577823688541441,0.0611013290963096,0.0081266119336855,0.0208810924211095
"18",0.0588140344661891,0.045328831774115,0.0364643249174187,0.0788272587081306,0.011968994606819,0.0242053996702792,0.19243751278436,0.0189639290694485,0.0858342661247699,0.00103453365840761,0.0231651987456381,0.0927502642966448,0.0476782501463438,0.0391944740561041,5.79530621223762e-05,0.147297781761608,0.0104882014522974,0.0396984114270188,0.04573242620966,5.79530626254519e-05
"19",2.0395432048926e-05,2.03954320440876e-05,0.0245033182127783,0.0767122831202176,0.0699831242674388,0.017760251292459,0.00844559015310999,2.03954320489273e-05,0.033342257133486,0.00827359059043525,0.0111974210145818,0.398693089736541,0.123252813695263,0.115903519355199,0.00293116830804467,0.100316750758271,0.00856244977133365,2.03954320489279e-05,2.03954320493375e-05,2.03954306007384e-05
"20",0.0762516065865197,0.0582824802898001,0.113269388001635,8.86185014211772e-05,0.151156007953875,0.0487119768032862,8.86185014211785e-05,8.86185014211921e-05,8.86185014211722e-05,0.0331258503336972,8.86185014211318e-05,0.126628263658105,0.079111567561395,8.86185014330962e-05,8.86185014211776e-05,0.221455891798843,0.0844473405035009,8.86185014211775e-05,0.00676205999656883,8.861850139316e-05
"21",0.0808940526132275,2.83099227324531e-05,0.0286094629116033,2.83099227486356e-05,0.0879716114355382,0.121039919504655,0.125927596044198,0.00170120406381842,2.83099227486356e-05,0.0344926386709537,0.137511230050698,3.12867578761151e-05,0.0240483011168006,0.0508931500860612,0.00195881292819231,0.0808750747307413,0.0344506350988613,0.137486979694516,0.0519948046024858,2.83099215430697e-05
"22",0.00331642864999113,1.39985381965689e-05,0.000488820193045821,0.139013585596679,1.39985381967738e-05,0.0877090264898423,0.402719634959732,1.39985381967744e-05,0.196348884023802,1.39985381969526e-05,0.00725519396189374,0.0219289160591464,0.00605260321340857,0.0362159412776095,1.39985381967742e-05,0.0911110072324356,0.00350544063724965,1.39985381967742e-05,0.00423652793889575,1.39985370874813e-05
"23",0.116149784614707,0.0618473957170831,0.0459728272631821,0.0268397879319334,0.0575034424820848,0.218609215920645,0.0705904692992418,9.17685662450152e-05,9.1768566245023e-05,9.1768566246257e-05,0.000115458188642686,0.188421616532331,9.17685662395728e-05,0.076233304215209,9.17685662436213e-05,0.0800075845696236,0.0204737540375131,9.17685662450287e-05,0.0365929792633942,9.17685669446074e-05
"24",6.28124526918239e-05,6.28124530063443e-05,0.0420567217866976,0.222444715137475,0.000400952480881916,8.10981059924694e-05,0.364796496979399,8.60725646722511e-05,0.0241743019810836,6.28124529937792e-05,9.60157611062784e-05,0.238118198957701,6.28124530048883e-05,6.28124530152545e-05,0.00535860754437887,6.28124530432522e-05,6.28124515313925e-05,0.0965311454927345,6.28124529955111e-05,0.00535317358559571
"25",0.430201348795291,0.102758004878459,0.0296260572617103,4.34374474047645e-05,4.34374453639173e-05,4.34374474038042e-05,0.290132945235529,0.00214449370140531,4.34374474038781e-05,4.34374474016871e-05,6.67037164743343e-05,4.34374474038346e-05,0.0748224750443559,4.34374475092658e-05,4.34374473991148e-05,4.34374480369276e-05,4.34374458130143e-05,4.34374474038516e-05,0.0696962692230913,7.38902251401659e-05
"26",0.1533645961925,0.0236969856746101,5.95564726612329e-05,0.156262228461392,0.118734151707658,5.95564726612326e-05,5.96763763191801e-05,0.129830536668945,5.95564726612326e-05,5.95564726555169e-05,0.0874377679006291,0.023667917427861,0.030690445329621,5.95564726697084e-05,0.000738236419009906,0.0669354689454063,0.140052873002845,0.0675344228421639,5.95564726612311e-05,0.000637354215069323
"27",4.26540092360179e-05,0.0377478257316993,4.26540092076354e-05,4.26540092373618e-05,0.0529209979731381,0.434930675536581,0.404966016035048,7.75090065577434e-05,4.2654009290395e-05,4.26540087708663e-05,4.26540092373713e-05,8.23261615956332e-05,4.2654009320463e-05,0.000995066051798803,4.2654009261981e-05,4.26540092209321e-05,4.26540093236269e-05,6.42363994222094e-05,4.26540092373606e-05,0.0677461530028144
"28",0.0420362452749457,6.2082138411592e-05,0.0552288136171649,0.0612031756835479,0.210189261497252,0.0612755989597453,0.232329587102183,6.20821388581515e-05,0.00513781340386703,6.20821388640741e-05,0.0056899819067828,0.122067125064894,6.20821389665752e-05,0.00675466827275653,6.20821389174924e-05,0.014403923301714,6.20821388994528e-05,6.20821388581581e-05,0.175620926743998,0.00762830419937279
"29",6.05739816451369e-05,0.0179661955591018,0.200327925523449,0.0651468269081714,0.133148831808296,6.05739816451371e-05,0.329027536796965,6.05739816451359e-05,0.160894670262148,6.05739806125758e-05,6.05739816451361e-05,6.05739816451341e-05,6.32179499333144e-05,6.05739816451327e-05,6.05739816451366e-05,0.0183993659908024,0.0487278521868197,6.05739816451362e-05,0.0256918371924303,6.0573988108981e-05
"30",0.0801355343108524,0.0312130622175839,0.0955925772336138,0.0444851836486982,0.144071875532319,6.14328841853228e-05,0.0949290414362179,6.14328841853343e-05,0.0302392187831485,6.14328854407401e-05,0.165315806635981,0.162687093996504,0.0122250338208082,0.013668709716575,6.14328842094126e-05,0.058263186794467,0.0105930168435011,0.017597222208301,0.0386762723997717,6.14328836371285e-05
