,ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32,ct_33,ct_34
31,0.0721696293773998,0.0,0.288757269928316,0.0,0.0,0.0,0.0,0.185492859355828,0.0,0.0,0.0,0.0,0.168504869043759,0.0,0.116127480721191,0.0812388905123672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0877090010611386,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.207880913961195,0.0,0.0,0.0,0.0,0.0,0.0,0.0623496239091058,0.0,0.0,0.0,0.0,0.118859341954919,0.250373292248626,0.0,0.0,0.0,0.0,0.0,0.17088636410549,0.189650463820665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.114509581839669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206893961143956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292444416973954,0.0,0.0,0.0,0.0,0.0,0.0,0.183444848346155,0.0,0.202707191696265,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.131350291389823,0.0,0.0,0.301615340039105,0.0,0.103478104355671,0.0,0.0,0.0832207939390764,0.0,0.0,0.0874703475958166,0.0,0.0,0.0,0.0,0.0,0.111830434784167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181034687896341,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0709784732281028,0.0,0.062702168081571,0.0,0.0,0.158569575743115,0.0,0.0,0.143916982949404,0.0,0.0,0.0,0.178168888787024,0.0629252161848781,0.0,0.0,0.0,0.0,0.0,0.322738695025905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.116459466152679,0.0,0.162190905692052,0.0,0.0838689750174167,0.0,0.0,0.0,0.133841658184522,0.0,0.15776212319238,0.0,0.110726994463223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235149877297727,0.0,0.0,0.0,0.0
37,0.0,0.0,0.260044955607158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210166632961111,0.0806003900960669,0.0,0.179485394399554,0.0848928507734113,0.0,0.0,0.0,0.0,0.0,0.120009324691817,0.0,0.0,0.0,0.0648004514708818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0758391607886072,0.100413507698905,0.0,0.0,0.0,0.228836437903045,0.0,0.0,0.127397719990834,0.0,0.0,0.0,0.0,0.081142648664385,0.0,0.0,0.0,0.253345075723985,0.0,0.0,0.0,0.133025449230238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.222890812934674,0.0,0.0,0.0,0.110627354131906,0.0,0.0,0.0,0.0,0.101454638537463,0.1478966274785,0.0768557714193068,0.101455752322225,0.0,0.0,0.0,0.0675064171513787,0.0,0.0,0.0744478030740494,0.0968648229504979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.253282847830276,0.0,0.0,0.0,0.0,0.0725364002953433,0.0,0.0,0.0738519379864633,0.0,0.0913512092563391,0.0,0.107391905033784,0.100287700531928,0.0,0.0,0.0,0.0,0.0,0.238445311810378,0.0,0.0,0.0628526872554879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.166550202358919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0778098847298572,0.0,0.420589623567825,0.0,0.0,0.0895602503137791,0.150787917664393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094702121365227,0.0,0.0,0.0,0.0
42,0.0,0.0,0.302754896261854,0.0,0.0,0.0,0.0,0.0,0.150094124374383,0.0,0.0679285395416589,0.0,0.0,0.0,0.0,0.381146211924447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098076227897658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54902898036817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45097101963183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.459147114801433,0.0,0.0,0.0724294952169675,0.19921517505255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106332071490808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162876143438241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.436188511513309,0.0,0.0,0.0879640831754876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128211153342466,0.0,0.0,0.0,0.0,0.0,0.0,0.266395034583369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0812412173853683,0.0,0.0,0.0,0.0
46,0.0,0.0,0.323780731014704,0.0797458450480553,0.0,0.0,0.107236106829594,0.0,0.0,0.0,0.0,0.0,0.209856321888393,0.0,0.0810011412079846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0679985776389231,0.0,0.0,0.0,0.130381276372345,0.0,0.0,0.0,0.0,0.0
47,0.0626218380632644,0.0,0.128459676972318,0.0,0.163313658427615,0.0,0.0,0.0,0.0,0.201236068846616,0.0,0.0,0.0765680324744613,0.0,0.0,0.0,0.0,0.0,0.069552548692303,0.0,0.0,0.210486945259459,0.0877612312639636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.117682233109143,0.118728618008495,0.0,0.0,0.0,0.0,0.0,0.0759416150248638,0.0,0.0,0.0,0.0,0.0,0.0,0.0873002259789313,0.0,0.0,0.239280994111007,0.0,0.0,0.117177537399927,0.104853766113091,0.0,0.0,0.139035010254542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0656058682981368,0.0,0.254044181520024,0.0,0.0,0.0,0.11475639031696,0.0,0.0,0.0,0.0,0.0,0.0740773559689466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068096991485835,0.228533470311893,0.0,0.118235007300814,0.0,0.0,0.0,0.0,0.0,0.0766507347973903,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.395585488735413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148437700185667,0.0,0.0,0.0,0.0,0.0,0.0,0.154846971975108,0.119394907574224,0.114129105408257,0.0676058261213317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.208041617086743,0.0,0.0,0.0,0.119391450461191,0.0,0.0,0.0,0.0887596499305942,0.0820536060034039,0.116248350253112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115254196960474,0.0,0.0,0.154209507975028,0.116041621329454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.240303796867224,0.0,0.0,0.0,0.0,0.0,0.0,0.23560404410576,0.0,0.0,0.0,0.0,0.0,0.131113940969921,0.0,0.0,0.0,0.0,0.0,0.230448167464309,0.0,0.0,0.0,0.0,0.0,0.0,0.162530050592785,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.135725074639131,0.0,0.0,0.0,0.0,0.0,0.0857632372149215,0.0,0.0,0.0,0.0,0.0,0.113850423307671,0.0,0.0,0.0,0.0,0.0,0.0,0.0620994475330515,0.0,0.0,0.347767039944829,0.0,0.0817560704555181,0.0,0.0,0.0,0.173038706904877
54,0.0,0.0,0.175509655782915,0.0,0.0,0.0691488321648896,0.0,0.0,0.0,0.156407850548393,0.186131616399139,0.0,0.156782018540534,0.0,0.0679772069971864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119287420853546,0.0,0.0,0.0,0.0,0.0,0.0,0.0687553987133971,0.0,0.0,0.0,0.0,0.0
55,0.111993663823947,0.0,0.0,0.0,0.0,0.0664747307943547,0.0,0.143419701218606,0.0,0.259643768320612,0.254339662110744,0.0,0.0,0.0,0.0,0.0767539934183212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873744803134153,0.0,0.0,0.0,0.0
56,0.0,0.0,0.385255748467335,0.09475452452555,0.0,0.0,0.0,0.185994462212759,0.0,0.0,0.0764490303241761,0.0,0.0,0.0,0.0,0.0801525103560835,0.0,0.0,0.0,0.0,0.0,0.0837313839273293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0936623401867675,0.0,0.0,0.0,0.0
57,0.082128526788885,0.0,0.0,0.0,0.0,0.0,0.0,0.17479356119737,0.0,0.092121815805038,0.0859932905730776,0.0,0.0,0.0,0.0,0.07323008441326,0.0,0.0,0.132447746366261,0.0,0.0,0.167229765541508,0.0,0.0,0.0,0.109663375288028,0.0,0.0,0.0,0.0,0.0,0.0823918340265731,0.0,0.0,0.0
58,0.0,0.0,0.273047384425624,0.0,0.0,0.0,0.0712945520166229,0.0,0.0767163698533237,0.0,0.0,0.124580189462288,0.279921976915193,0.0,0.0,0.0,0.0,0.0,0.0717209415174118,0.0,0.0,0.102718585809536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160674935694801,0.0,0.0,0.0,0.103076130919067,0.0714112890517494,0.0,0.0683676336974221,0.131466593004023,0.0,0.0,0.0,0.0741929426630371,0.0,0.192367767441299,0.0585398996106764,0.139902807917925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.180584200578769,0.111250765795336,0.0,0.0,0.0,0.119138287814516,0.0859566383459087,0.119683648199158,0.0,0.0,0.0,0.0,0.0,0.169788836187483,0.0,0.0,0.0734246742817842,0.0,0.0,0.0,0.0,0.140172948797046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.150439392192391,0.0,0.0941648167291017,0.0,0.0,0.0,0.0,0.184113674137046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149356390017769,0.0,0.0,0.0,0.0,0.151791824363837,0.0,0.136117764356056,0.0,0.0,0.1340161382038,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.119311075577148,0.0,0.0891229370969714,0.0750858844561427,0.183527407843282,0.0,0.0,0.0748482739493553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114469976938668,0.160188481511556,0.0,0.107128053999928,0.0,0.0,0.0,0.0,0.0,0.0763179086269479,0.0,0.0,0.0,0.0
63,0.0,0.129190300361779,0.0,0.0,0.0,0.0,0.0,0.065631803665462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209484868440921,0.0,0.0,0.19059835842723,0.0,0.0,0.0965040540023139,0.12706691775771,0.0,0.0909955063220755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905281910225087
64,0.0,0.0,0.402588868098417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462129006901461,0.0,0.135282125000122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0990429540555679,0.0,0.247631552822749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113117437215692,0.0,0.223575342612796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116907352940077,0.199725360353119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.445691638863328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388901756451141,0.0,0.0,0.0,0.0,0.0,0.0893597290758393,0.0,0.0,0.0,0.0760468756096911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.149687124263638,0.0,0.0,0.0,0.0,0.0,0.268327157837442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446114043200546,0.0,0.0,0.0,0.0,0.0,0.0649540952309893,0.0709175794673843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.331436302764365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171722948737593,0.0,0.0,0.0,0.159860884242357,0.0,0.0,0.0,0.209584382165757,0.0,0.0,0.127395482089928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.343613875692743,0.0,0.0,0.0,0.0,0.0,0.223603582734226,0.0,0.0,0.0,0.0830183195959013,0.0,0.0778989644572,0.0,0.0,0.0,0.0,0.0,0.0,0.123585186081834,0.148280071438095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0600990302478075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186668981384309,0.0,0.0756640890351197,0.0,0.0,0.0,0.119419468768408,0.0,0.0,0.0,0.0,0.0,0.306634557922101,0.0,0.0,0.0,0.198168101249455,0.0,0.0,0.0,0.0,0.0,0.0533457713928006,0.0,0.0,0.0
71,0.0,0.0,0.280237772397601,0.0,0.0,0.0,0.0,0.0,0.0,0.234018166505932,0.0,0.0,0.0,0.0,0.0,0.17986295699912,0.0,0.0,0.0,0.0723495717451745,0.0,0.0929169554604188,0.140614576891754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.155824313798735,0.071761622620302,0.0,0.0,0.0,0.17233566535674,0.271189189982041,0.0,0.0,0.143862207011242,0.0,0.0,0.0,0.0,0.0,0.0983632144722121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086663786758727,0.0,0.0,0.0,0.0
73,0.0,0.0,0.202038435689814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133399943565228,0.0,0.0,0.523686792388794,0.140874828356164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0706616542240035,0.0,0.0,0.118960553812058,0.0,0.137727391511753,0.0,0.0,0.0,0.0,0.0893228885159027,0.0786919992753519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275005456875358,0.091160951331714,0.138469104453859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.29488725818959,0.0,0.105131946345743,0.176619998874272,0.0,0.0,0.0,0.0,0.155108466683818,0.105449723795586,0.0,0.0,0.162802606110991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.459417814164111,0.0,0.0,0.0,0.0,0.0,0.376270876947773,0.0,0.0,0.0,0.0,0.0,0.0666498282542284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0976614806338877
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110315431554587,0.0,0.0,0.0,0.351008922158843,0.0,0.0,0.538675646286569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.579446499064445,0.0647547107898792,0.0,0.0,0.0,0.0,0.0,0.0770341009964725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142015740677005,0.0,0.0,0.0,0.0614203067062951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753286417659039
