,ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
14,0.0,0.0,0.0,0.151830527924048,0.0,0.145278501081332,0.0,0.436384036803175,0.0,0.0,0.0,0.0,0.112844760026499,0.0,0.0720967467360254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815654274289208,0.0
15,0.0,0.0,0.0,0.0655144052976377,0.0,0.439208242296657,0.0,0.273218724991639,0.0,0.0,0.112922916751084,0.0,0.0,0.0,0.109135710662982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.169949626428315,0.0,0.0,0.2205719946352,0.0,0.151543262364935,0.0,0.11110449643561,0.0,0.0,0.15194023730783,0.0,0.0,0.0,0.083718728434592,0.0,0.0,0.111171654393517,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.259683287774414,0.198575758080069,0.0,0.0,0.0,0.155158896900855,0.0,0.197949851489014,0.0,0.0,0.188632205755649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.189754010589109,0.153862103302462,0.0,0.104205574602979,0.0,0.284740745945662,0.0,0.188892010293733,0.0,0.0,0.0,0.0,0.0,0.0,0.0785455552660556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.104865044127934,0.0678028374473147,0.0,0.198673595982978,0.0,0.176356061288449,0.0,0.0,0.136263592935912,0.0,0.164736322510287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151302545707126,0.0
20,0.0,0.0,0.0,0.261298122329006,0.0834952378264155,0.0,0.0,0.181693155337034,0.0,0.178656041456578,0.11888927386075,0.0,0.0929991020901263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829690671000909,0.0,0.0
21,0.0822847417446273,0.0,0.0,0.0836136934002144,0.0,0.285269431136427,0.0978119239145764,0.167833138523995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832401821276277,0.0,0.0,0.125160508450936,0.0,0.0,0.0,0.0,0.0747863807015963,0.0
22,0.0,0.0,0.325791611536805,0.106052678887548,0.0,0.250533516898893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875704854215721,0.0,0.0,0.109275957977609,0.0,0.0,0.0,0.120775749277572,0.0
23,0.0,0.0,0.092857143583938,0.0596305191720905,0.0,0.31485197040564,0.0,0.0,0.0,0.13951270222675,0.0,0.0,0.0,0.0,0.102751941374633,0.0,0.0,0.0,0.0,0.0,0.0,0.195537173588143,0.0,0.0948585496488054,0.0
24,0.0,0.0,0.0,0.0,0.0,0.548348706409753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16189139434958,0.0,0.0,0.0,0.289759899240667,0.0,0.0,0.0,0.0,0.0
25,0.172257311260221,0.121945213856423,0.0,0.0,0.0,0.0546369890044352,0.159287372994106,0.0,0.0,0.253112128610042,0.0,0.0,0.238760984274772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.101443363353798,0.0,0.0,0.116819604760977,0.107020193234539,0.0,0.0,0.0,0.0,0.0629927322514565,0.161476894755535,0.0,0.0917341680463778,0.0837501916306418,0.0,0.0,0.206782472631064,0.0,0.0679803793356108,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.656199534494429,0.0,0.0,0.0,0.0906715611555374,0.0819036814681162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171225222881917,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.195573288445667,0.223624240468986,0.0,0.0,0.0,0.341387746629488,0.0,0.0,0.0,0.167988830987655,0.0,0.0,0.0,0.0,0.0714258934682034,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.174441040372965,0.0,0.0,0.0,0.0,0.128123178851062,0.0,0.0,0.202640179993085,0.0,0.0,0.0,0.398064443811221,0.0,0.0,0.0,0.0,0.096731156971667,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.179016764473007,0.0,0.0,0.0,0.0907582234266646,0.258708770816112,0.0,0.0,0.136713785252853,0.24954335922766,0.0,0.0,0.0,0.0852590968037044,0.0,0.0,0.0,0.0,0.0,0.0
31,0.110701591081712,0.0,0.133574964122713,0.108271460367457,0.0864826390251735,0.254140710719972,0.0,0.162672861061396,0.0,0.0,0.0,0.0,0.0617178210100377,0.0,0.082437952611539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.130334568757923,0.113682226896064,0.0,0.231087029809391,0.0,0.0,0.0,0.0,0.059140753194357,0.0,0.267441425909543,0.0,0.0,0.0,0.0,0.0,0.0,0.198313995432723,0.0,0.0,0.0,0.0,0.0
33,0.0870220489728935,0.0,0.191724158267035,0.0,0.0668351933390368,0.0737352344558349,0.0,0.189925753524197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157982900948149,0.065435719934094,0.0,0.167338990558759,0.0
34,0.114288442815362,0.0,0.318639381835318,0.0,0.120756834638266,0.0,0.0,0.0718063174174231,0.0,0.0,0.102130374806184,0.0,0.112304332719126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160074315768321,0.0
35,0.0,0.0,0.441284079392944,0.204857818893363,0.0833811297971236,0.152292780461595,0.0,0.0,0.0,0.0,0.0,0.0,0.118184191454974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0942901769027045,0.143800593579171,0.180633936224864,0.07495511750531,0.212484526807912,0.0,0.0929762425104185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20085940646962,0.0
37,0.0,0.0,0.102515863888196,0.170884563136828,0.0,0.250230575680297,0.0,0.0,0.0,0.0,0.0,0.0,0.0902996371924473,0.0,0.249641044321961,0.0,0.0689099937729195,0.0,0.0675183220073502,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0880945178892836,0.0,0.0819431779074135,0.0,0.0,0.0,0.243693235190839,0.14625110029419,0.0,0.0,0.0,0.0,0.0,0.319149472318491,0.0,0.0,0.120868496399783,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.108038891028897,0.0,0.268138606940089,0.0,0.215696820130462,0.0,0.122223678811846,0.0,0.0,0.0,0.0,0.149356698869526,0.0,0.0,0.0,0.0,0.13654530421918,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.284064586926871,0.129967998000604,0.0,0.330351659703851,0.0,0.1306894295099,0.0,0.0,0.0,0.0,0.124926325858774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0838708567677657,0.0,0.0,0.242108953187003,0.0,0.274281150622673,0.0,0.0,0.0,0.0,0.160108923181356,0.0,0.0,0.158785658897996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808444573432077,0.0
42,0.0,0.0,0.0,0.0,0.0,0.483327036319767,0.0,0.0,0.0,0.0,0.0,0.0,0.431265415987044,0.0,0.0,0.0,0.0854075476931884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0560738668863269,0.0,0.0,0.101777408136676,0.0,0.476327911272237,0.0705023812514156,0.0,0.0,0.181751200824544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113567231628801,0.0,0.0
45,0.0,0.0,0.235089047403115,0.112377906698522,0.0,0.387723629098574,0.0943178620746217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0879291188762583,0.0,0.0,0.0,0.0,0.0,0.0,0.0825624358489093,0.0
46,0.0,0.0,0.0,0.0681569335410718,0.0845257026611099,0.323450779725365,0.0,0.183933331729606,0.0729603213232363,0.0705897373433304,0.0,0.124823879101294,0.0,0.0,0.0,0.0,0.0,0.0,0.0715593145749865,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0610585864020772,0.0,0.129667776138748,0.0,0.156977342410796,0.157338551997781,0.0,0.129629304066772,0.0693778694790529,0.0,0.183925945865968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112024623638804,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0926259881445432,0.071429996170597,0.0,0.0,0.143895322951206,0.0760472432247737,0.0,0.0,0.0,0.0,0.0,0.0695514539432584,0.124670539335235,0.0,0.0,0.131031472092296,0.0,0.133230626091463,0.157517358046626,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.245029069045119,0.0,0.0650483242650687,0.349705830717674,0.0,0.0,0.0,0.111826754434785,0.0,0.0,0.0901383307519872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627377512084489,0.0755139395769175
50,0.0,0.0,0.127902738657324,0.138673986492608,0.0,0.448024885475773,0.0,0.157724687227605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12767370214669,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0773562604089177,0.0,0.0,0.276938292813434,0.0,0.155258440206315,0.0,0.112406407851787,0.0,0.0,0.0,0.0,0.121332475943946,0.0,0.0,0.0,0.107838669373496,0.071727710357927,0.0,0.0,0.0771417430441775,0.0,0.0
52,0.0,0.0,0.19373842149835,0.0,0.0,0.279777765659269,0.0,0.0,0.0,0.0,0.245421226345454,0.0,0.117685079594317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16337750690261,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124340452523083,0.0,0.0,0.0,0.0965126457736634,0.064640206611538,0.0,0.072803810317514,0.0,0.0639448660956943,0.0,0.337041836497725,0.163065251942349,0.0,0.0776509302384333,0.0
54,0.0,0.0,0.0,0.0655475621397208,0.0609206830145903,0.199678549966671,0.0985633343860917,0.191919283539104,0.0,0.0,0.156082903130957,0.103554635493299,0.0,0.0,0.0,0.0,0.06120135131372,0.0,0.0,0.0625316970158466,0.0,0.0,0.0,0.0,0.0
55,0.162825625228406,0.0,0.0,0.0,0.0,0.0734322788709683,0.136666680121935,0.0,0.0,0.0,0.266834919649089,0.141327165048519,0.139784239928346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791290911527355,0.0
56,0.0,0.0,0.248750847283593,0.0,0.0,0.427744444099816,0.0,0.0,0.103979116757103,0.0,0.0,0.0,0.132431287145385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0870943047141036,0.0
57,0.154510771734991,0.0,0.267558347331192,0.0,0.0,0.0,0.0,0.123999183458189,0.0,0.0,0.109452831320952,0.0,0.0858397015947962,0.0,0.0,0.0,0.133162138236917,0.0,0.125477026322962,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.16115127444899,0.0,0.0,0.301172477278126,0.0,0.193852811645407,0.0,0.0692060482541292,0.0,0.0,0.0,0.0,0.169767761253262,0.0,0.104849627120086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.317777807005254,0.0804862961901669,0.0,0.0,0.0,0.0889284987899201,0.0,0.0,0.0,0.0,0.158218891029621,0.0,0.186070457598738,0.0,0.0,0.0,0.0,0.0672824875916761,0.0,0.0,0.0,0.0,0.101235561794624
60,0.0617619194141418,0.0,0.10927320071137,0.0,0.0,0.23175200291499,0.0,0.0,0.0935880851647212,0.0,0.111211291154805,0.0,0.226838151146677,0.0,0.0747573973487386,0.0,0.0908179521445568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.152684460630988,0.0,0.0813165401243251,0.203687715282787,0.0,0.0,0.0,0.0,0.167734634758695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198298472275454,0.0706677953086065,0.125610381619143,0.0,0.0
62,0.0,0.0,0.218195540827805,0.0833698320268016,0.0,0.0775523245118732,0.112931261630652,0.0,0.0,0.0,0.202696864577081,0.0,0.0,0.0,0.0,0.0,0.115220115570842,0.0,0.0,0.110511631118769,0.0,0.0,0.0,0.079522429736177,0.0
63,0.0967124015755356,0.0,0.133534577193944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243191798366451,0.0,0.0,0.0,0.328614212780235,0.0,0.0,0.106756739072906,0.0,0.0911902710109281,0.0,0.0,0.0
64,0.0,0.0,0.404546296864093,0.0,0.0,0.439886473223145,0.0,0.0770750593998681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784921705128939
65,0.0763705318714173,0.0,0.0,0.211273792106793,0.0,0.33902034923003,0.0,0.0,0.0,0.0,0.0,0.0,0.116207246232909,0.0,0.0,0.0,0.0690792751044602,0.0,0.188048805454391,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0565767312455471,0.0,0.348387647077901,0.0,0.405695502070349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189340119606203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14423801681782,0.0,0.230364631814566,0.0,0.0,0.0,0.0,0.0,0.551987641391418,0.0,0.0734097099761968,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.161516180868223,0.0,0.33404541413078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183327780669813,0.0,0.131273354946123,0.189837269385061,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.147468667516179,0.0911331264643107,0.0694812446817411,0.450997756195258,0.0,0.0880792850722468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152839920070264,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.30502824901897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222388210798874,0.0,0.112175663125796,0.0,0.118763414721708,0.0,0.0,0.0,0.241644462334651,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0655722451011087,0.0,0.0,0.269327397438307,0.0,0.0589805015491622,0.0,0.0,0.211415358872249,0.0,0.168113918976548,0.0,0.0,0.0,0.0,0.0,0.0,0.141412598176539,0.0,0.0,0.0,0.0,0.085177979886087
72,0.0,0.0,0.157500123318002,0.0,0.0,0.0,0.0,0.251030844806373,0.0,0.157789879254707,0.0,0.0,0.113691480949435,0.0,0.227593196545559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0923944751259236,0.0
73,0.0,0.0,0.0,0.0,0.0,0.246517041237923,0.0,0.0801085350888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494325403819942,0.0,0.0,0.0,0.0,0.179049019853246
74,0.0,0.0,0.407200629064008,0.0,0.0,0.0,0.206704099648415,0.201538661476078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108787592051876,0.0,0.0,0.0,0.0,0.0757690177596239
75,0.0,0.0,0.0,0.150925239073716,0.0,0.100283343480014,0.0,0.0,0.0,0.279540718779998,0.193143442854703,0.0,0.144615100632705,0.0,0.0,0.0,0.131492155178864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.087606859384533,0.0,0.0,0.0763078104573239,0.0,0.573662535886911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180749752318169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816730419530625,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09187631599503,0.0,0.0,0.0,0.0,0.0,0.0,0.495792464611784,0.0,0.0,0.0,0.0,0.412331219393186
78,0.0,0.0,0.0,0.0,0.0,0.661014565930897,0.0,0.0,0.091113846766695,0.0,0.0825937158876868,0.0,0.0931067654555688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072171105959152,0.0,0.0,0.0
79,0.0,0.0,0.203762696428437,0.0,0.106479695888434,0.0,0.0,0.0,0.0,0.0,0.4438271410151,0.0,0.112653375637427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133277091030602
80,0.0,0.0,0.0,0.0,0.0,0.284157062979501,0.0,0.144327010515492,0.0,0.0890576039421568,0.0,0.0,0.0,0.0,0.0,0.0763727811502943,0.147608900681624,0.0,0.0665297363456248,0.0987257797974816,0.0,0.0,0.0932211245878258,0.0,0.0
81,0.0,0.0,0.0,0.16156170765927,0.0595173323925236,0.220648596771375,0.0,0.0,0.0,0.0911817878380761,0.0,0.0,0.0759659858506493,0.0,0.0,0.0,0.0,0.0,0.0,0.19828322357484,0.0,0.0,0.0,0.192841365913266,0.0
82,0.0,0.114426272401674,0.0,0.0,0.0,0.255880684065728,0.0,0.202110261427158,0.0,0.0,0.0,0.0877766565730789,0.280488793132043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593173324003187,0.0
83,0.0,0.0,0.0,0.0,0.0,0.424806947346225,0.0,0.073469195255257,0.0,0.0,0.215403534635255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149837899566612,0.0,0.0,0.136482423196651,0.0,0.0
84,0.0,0.0,0.14672344378047,0.0,0.0747743106678859,0.281356242374657,0.0,0.0636245448738199,0.0,0.0722958084520471,0.112333535913132,0.0,0.167995034202495,0.0,0.0,0.0,0.0,0.0,0.0,0.0808970797354935,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.30196682427829,0.0,0.208847850940614,0.0,0.168036400469845,0.0,0.0,0.221230651487454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999182728237961,0.0
86,0.0,0.0,0.0,0.135796392240502,0.0,0.48323373215021,0.0,0.0718495988022386,0.0,0.143353023514859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793860356380872,0.0,0.0,0.0863812176541028
87,0.0884052431981721,0.0,0.0837550238968406,0.107825002877654,0.130836321668607,0.151375145949642,0.0,0.0,0.122669008678598,0.175910091581652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139224162148835,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.123953558432722,0.114199003310958,0.153423712170027,0.323556140173002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120907412726497,0.0,0.0,0.0,0.0,0.0,0.0,0.0703686206871222,0.0,0.0935915524996718,0.0
89,0.0582084449587575,0.0,0.0,0.0,0.0697896112689637,0.404453638921388,0.153891135050057,0.142655528489585,0.0,0.0717736994301061,0.0,0.0992279418811432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0958715304799894,0.0,0.0,0.0935535293705148,0.0,0.286764453208672,0.0673226815184426,0.181419078740762,0.0,0.0,0.111612412792057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745477180080932,0.0889085958814692,0.0,0.0
91,0.110897244351963,0.0,0.0,0.134368921285162,0.0645984916069232,0.0,0.0,0.218804625614031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317443868487957,0.0,0.0574764874358034,0.0,0.0,0.0,0.0964103612181606,0.0,0.0
92,0.0,0.0,0.2659723934194,0.149401505977458,0.0,0.352963926264976,0.0,0.0959356893909757,0.0,0.0,0.13572648494719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.104745463332635,0.0949000133967849,0.0,0.129752582806936,0.0,0.0803198552993267,0.0,0.167449497883215,0.162715756663041,0.140099315470033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120017515148029,0.0,0.0,0.0,0.0,0.0
94,0.127991312291591,0.161951873517864,0.0,0.0,0.0,0.19443587647543,0.107721770811284,0.0,0.0,0.0944758638490878,0.0,0.0,0.0,0.0699413743812644,0.138852964380596,0.0,0.104628964292883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.166324448436681,0.0,0.148440563984027,0.0,0.0,0.0,0.0,0.0,0.114550867678584,0.196231161374687,0.0,0.0,0.0,0.0,0.0,0.0,0.205607821896639,0.0,0.0937211777146779,0.0,0.0751239589147042,0.0
96,0.0999338292959126,0.0,0.170205874178878,0.0680877250831887,0.0,0.0710778020100727,0.0,0.0,0.0,0.0,0.0,0.105570758734719,0.118850670022758,0.0,0.0,0.0,0.0,0.0,0.0,0.0980613512075666,0.137221385473524,0.130990603993382,0.0,0.0,0.0
97,0.102679826327459,0.0,0.0985003726447027,0.131772890808088,0.0,0.191853530851287,0.0767638249310584,0.113390977936378,0.0,0.0874373010729439,0.0,0.0,0.0884205676787314,0.0,0.0,0.109180707749352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.115077915491637,0.162097570167139,0.0,0.135847919830509,0.0,0.0,0.0,0.0,0.0,0.0,0.111655714431174,0.0,0.0,0.0,0.0,0.147156444857399,0.0,0.328164435222142,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.486694005801063,0.0,0.0,0.0,0.118517889395363,0.0,0.0,0.228458868633481,0.0,0.0,0.0,0.0,0.0,0.0,0.166329236170093,0.0,0.0,0.0,0.0,0.0
100,0.0753981755806215,0.0,0.0,0.133818908313535,0.0,0.36028664078818,0.0,0.274564838844136,0.0,0.155931436473527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.155049844052728,0.0,0.0,0.11238120233304,0.0,0.0,0.0,0.0,0.0,0.0,0.235055664336877,0.0,0.157532869239813,0.0,0.0,0.0,0.0,0.0,0.0,0.339980420037542,0.0,0.0,0.0,0.0,0.0
102,0.149732893603548,0.0,0.231631512729563,0.069599062325551,0.0,0.284380373751967,0.0,0.0,0.0,0.0,0.0,0.0,0.124881280726265,0.0,0.0,0.0,0.139774876863105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.175583341314258,0.0,0.0,0.176738438781929,0.0,0.0,0.0,0.0,0.0,0.0,0.118277980099185,0.0,0.0,0.0613282853268584,0.0,0.0,0.46807195447777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0834900584428596,0.0,0.154666637832492,0.0,0.303386556878434,0.0,0.164123116784433,0.0,0.0,0.148234062295523,0.0,0.0,0.0,0.0837192944235197,0.0,0.0,0.0623802733427379,0.0,0.0,0.0,0.0,0.0
105,0.0678006296367641,0.0,0.0,0.0966770564453077,0.0,0.209273354319388,0.0,0.0,0.0806228567927569,0.135639443029954,0.0699720527396803,0.0,0.19599262295568,0.0,0.0,0.0,0.144021984080469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.125136179054659,0.0,0.0,0.0,0.0,0.277959931501622,0.0,0.0,0.107892353008932,0.0,0.0,0.091641320150188,0.0,0.0,0.305858029302572,0.0,0.0,0.0,0.0,0.091512186982027,0.0,0.0,0.0
