"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"0",8.59582022590962e-05,0.377066884429825,8.59582022590962e-05,8.59582022590962e-05,8.59582022650291e-05,8.59582022603424e-05,8.59582022562541e-05,8.59582022590977e-05,8.59582022590962e-05,0.0578772268743032,0.0505075801896967,0.408391630303636,0.105297096179952,8.59582022590955e-05,8.59582022506819e-05
"1",0.00011803096432587,0.111932770967289,0.000118030964325861,0.184782787722151,0.000118030964405022,0.0385616954423732,0.0199334339622246,0.151573799736686,0.00011803096445592,0.112102908191347,0.0130909256565348,0.178665049982992,0.188648442552235,0.000118030964325864,0.000118030964328745
"2",0.357278454666076,0.0001178259711554,0.0418292991541006,0.0212877169690955,0.000117825971197414,0.101518468711156,0.14001512733395,0.0001178259711554,0.0740927551177289,0.0571694298546872,0.00275930892247745,0.000117825971156173,0.203342483443754,0.0001178259711554,0.000117825971155399
"3",0.136412713499825,0.0449084576617387,8.26882778066201e-05,0.286302779957901,8.26882778186078e-05,8.26882778473352e-05,8.26882778455252e-05,8.26882778066262e-05,0.132076748658053,8.26882778246945e-05,0.0994017910915915,8.26882778149414e-05,8.26882778066188e-05,0.300153314630515,8.26882778053453e-05
"4",0.460113554798632,0.0265649561122071,0.426227028646353,0.0205091602620159,5.66476708392251e-05,0.0567188708955635,5.66476708615028e-05,0.00127897672048279,5.66476708633058e-05,5.66476708633173e-05,5.66476708633051e-05,5.66476708677588e-05,0.00813427119786055,5.6647670863306e-05,5.66476708633047e-05
"5",0.026312272488139,0.0294802084398156,0.000109770104993111,0.000109770104993108,0.0523455167879953,0.161880192214349,0.0441584117240546,0.000109770104993107,0.0699045134853265,0.237051904243974,0.0864863975008201,0.000109770104993104,0.124320179498227,0.000109770104993655,0.167511553092332
"6",0.191582216842968,0.0624650643418272,0.000115601633193795,0.000115601633193796,0.0158120455854265,0.0216549259754593,0.180072652503721,0.000115601633193796,0.145183553498478,0.000115601633194403,0.00213732625469341,0.000115601633187986,0.00492374804870018,0.375471841639503,0.00011861714325979
"7",0.0390636740570183,0.0395219200352919,0.303200154879522,8.68726496175502e-05,8.41833118503121e-05,0.182472274762812,8.41833118579331e-05,0.0781047910495618,8.41833119708138e-05,0.210466703707061,0.0564856118682933,0.0824763707944401,0.00770070963698968,8.4183311853996e-05,8.41833118594699e-05
"8",0.000113170052647926,0.152230739808261,0.215700082156895,0.039669578938,0.00179320435338071,0.0556413103772588,0.0886608481164733,0.0770225097539527,0.00572544653116124,0.190890674734896,0.000113170052647926,0.000113170052647925,0.0931736046379201,0.000113170052647925,0.0790393203812094
"9",0.188973277772886,0.00480236112140103,0.185887621235422,0.300299579556331,8.00393985416581e-05,8.00393986177258e-05,8.00393985761895e-05,0.0339944358082282,0.0710890512617904,0.0627919253237388,0.0537991839560828,0.0147081221231628,8.00393985930459e-05,0.0811710738751127,0.0021632103715167
