,ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
19,0.0,0.0,0.103277063795725,0.0693175875745788,0.0,0.101131918937593,0.0,0.127184195544414,0.0,0.154341778888997,0.0,0.142316907698676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156133666300189,0.0,0.0,0.146296881259826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.278738032370239,0.0,0.0,0.16588758048533,0.143661629327761,0.0,0.0917879016580033,0.0,0.16258608101554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157338775143126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0940022709089933,0.0,0.242772241183572,0.0,0.0,0.0734074936349114,0.118543078447894,0.0,0.184500758189392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714506745923419,0.0,0.0,0.118430074015076,0.0,0.0,0.0968934090278185,0.0
22,0.0,0.0,0.329327542780643,0.104952515874108,0.0867896520440733,0.243206167245377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11310756767489,0.0,0.0,0.0,0.122616554380909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.100980494503049,0.0,0.0,0.323787934887263,0.151152201263691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962327864326858,0.0,0.0,0.0,0.0,0.0,0.103041680019689,0.0,0.0,0.0,0.0,0.0,0.0,0.224804902893623
24,0.0,0.0,0.0,0.0,0.304638502021621,0.55376937431956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14159212365882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.328537145376602,0.0,0.0,0.0,0.0,0.0787007457890873,0.258736123688169,0.0,0.0745359447859756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185570806584083,0.0739192337760834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0899723715484918,0.0,0.113466564093082,0.0,0.0,0.0589699908012606,0.149062699523716,0.0,0.0,0.0719300256424345,0.0,0.06752450472139,0.0,0.0615609310862016,0.0,0.0,0.0,0.233479494324991,0.088611829696218,0.0,0.0,0.0,0.0,0.0,0.0654215885622144,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.652759194103784,0.0941418883907819,0.0794663588575687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173632558647865,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0755441792878669,0.208785861190586,0.0,0.359039886201419,0.217105450611334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139524622708795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.132154565912156,0.0,0.0898699536002218,0.0,0.0,0.169907624635412,0.0,0.171650987806369,0.0725672899602646,0.0,0.0,0.0,0.0,0.0,0.267058615097618,0.0,0.0,0.0,0.0967909629879585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0684763651914283,0.0,0.0,0.0,0.151510881875766,0.0868325644318516,0.22290894705338,0.0,0.0840968666098452,0.0,0.0,0.0,0.0,0.139428150179257,0.0,0.171589644682305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751565799761656,0.0,0.0,0.0,0.0
31,0.0,0.158689994735581,0.0953932440416307,0.105074999307989,0.0,0.277882800940556,0.0,0.0,0.0,0.210900782711928,0.0842711227712295,0.0,0.0,0.0,0.0,0.0,0.0677870554910857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.143661715235983,0.1275424281492,0.194844642704217,0.221538647731583,0.0,0.0656113329036042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246801233275414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.22516439236027,0.0,0.0,0.108519451487764,0.0,0.0,0.0,0.249156396708788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222535810723294,0.194623948719884,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.178534287543521,0.316258358792791,0.0,0.0,0.0,0.0,0.103618352081123,0.0,0.0,0.0,0.0,0.128544400666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0938900733311789,0.0,0.0,0.179154527584723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.411914049386435,0.198665834405246,0.0,0.171398617746247,0.0,0.0,0.0,0.0,0.100964340003307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117057158458765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.102530652447928,0.0,0.181956296571825,0.0987978807161902,0.0,0.07312708958312,0.185388573255291,0.0,0.0,0.142642092634224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215557414791422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0855285080853821,0.170556399176411,0.0,0.299112741273915,0.0,0.0,0.0,0.0597174593597281,0.0,0.0,0.0,0.0,0.0,0.0,0.20886615068897,0.0,0.0,0.108273164416614,0.0,0.0,0.0,0.0,0.0,0.0679455769989799,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0970102687544548,0.116753606542623,0.0,0.273250248619867,0.160088756828738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352897119254318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.110543855073357,0.144786243572291,0.24664787549225,0.127795682016899,0.0,0.0,0.251576137996875,0.0,0.0,0.0,0.0,0.0,0.0,0.118650205848328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.264780593340213,0.123502215189998,0.0,0.314348723404967,0.0,0.0,0.0,0.112019954272541,0.0,0.0,0.0,0.0,0.0,0.0638740468644555,0.0,0.0,0.0,0.121474466927826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0634625488089128,0.0,0.0,0.215438878715705,0.0,0.0,0.0,0.317907823600527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108520059197129,0.0675884470606741,0.13967775233562,0.0874044902814324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.35855731932331,0.0,0.0,0.0,0.0,0.0,0.111643594012606,0.0,0.0844902055388072,0.0,0.0,0.0,0.0,0.0619069384856775,0.3834019426396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0709035746259037,0.0,0.0951566129875426,0.0,0.42903998589632,0.180882498557151,0.0,0.067183252059823,0.0,0.0,0.0,0.0,0.15683407587326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.217864648792409,0.116035028777453,0.0,0.410593589506042,0.0,0.0,0.0894647340412537,0.0,0.0,0.0767311824389628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893108164438789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0707566120168453,0.0,0.322192167865542,0.105020640053304,0.0,0.0,0.20609991187497,0.131596759751391,0.0,0.0,0.0,0.0,0.0922624089857546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0720714994521934,0.0,0.0,0.0,0.0
47,0.0,0.060505719350898,0.124331152983582,0.0,0.142367043599263,0.180578469474115,0.0,0.178855025393069,0.0,0.0922230399834883,0.0,0.0,0.152055167020471,0.0,0.0,0.0690843821951153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0746614198915482,0.0,0.142670656164645,0.112099072252829,0.0,0.0,0.0773576300178216,0.0,0.0,0.0,0.0,0.0776182735587249,0.1342264460648,0.0,0.0,0.0,0.166130460144155,0.0792612470373106,0.0,0.0,0.0,0.0,0.0,0.135974794868166,0.0,0.0,0.0,0.0
49,0.0,0.0,0.269359159459552,0.0,0.0,0.398330016429776,0.133766224032184,0.0,0.0,0.0,0.0831340811765029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115410518901986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.125677662266172,0.141300957538485,0.120414933111186,0.430253998025465,0.0,0.0,0.0,0.0694288283530201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112923620705672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0859510469847127,0.0,0.0,0.243705344944458,0.128817756353275,0.0,0.0,0.145309550923466,0.0,0.0,0.0,0.117200562607185,0.0,0.0,0.0923119731525373,0.0,0.0,0.0,0.0755206594576588,0.0,0.0,0.0,0.0,0.111183105576707,0.0,0.0,0.0,0.0
52,0.0,0.0,0.203924737856946,0.0,0.0,0.261585162505914,0.0,0.241441708886314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141948426592568,0.0,0.0,0.0,0.151099964158259,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.14486312236814,0.0,0.0,0.0691581437667853,0.0,0.0,0.0,0.0,0.110550431515499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873528959068647,0.355304631474954,0.0,0.0678530635373841,0.0,0.0,0.0,0.164917711430373
54,0.0,0.0,0.0,0.0774453756409832,0.078298389081862,0.243632571283096,0.0,0.17621007563099,0.0911930541145957,0.154850956676053,0.108199999837939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701695777344813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.132504117282877,0.0853150995610557,0.0,0.0,0.0818590589756834,0.0857716682165857,0.284189304868473,0.118607956442034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122527623706994,0.0,0.0,0.0892251709462969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.23453255468662,0.0,0.0,0.428153104975346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112874204439804,0.0,0.0,0.0,0.133604938784516,0.0,0.0,0.0908351971137133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.141138084756552,0.324285432945517,0.0,0.0,0.0,0.0,0.11944665521305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162460494525742,0.111215867753393,0.0,0.0,0.0,0.0,0.0,0.141453464805747,0.0,0.0,0.0,0.0
58,0.0,0.0,0.150003569382462,0.0,0.0,0.30060625142375,0.0707529884609306,0.0,0.0,0.251117050323186,0.0,0.0,0.0,0.0,0.0,0.0,0.12637659274976,0.0,0.101143547659911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.346901747746101,0.0868113113399803,0.0,0.0,0.0,0.0,0.0,0.0851439543974198,0.0,0.0,0.0,0.0,0.0,0.0,0.136168822024314,0.0831173736100611,0.0,0.130291450140872,0.131565340741251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0841316040946412,0.0864036633698076,0.0,0.0,0.196920914933051,0.0,0.11133755087442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11136362931107,0.0,0.0,0.111756841506173,0.111048158225679,0.187037637685159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.1823679884109,0.0,0.0,0.199914963187779,0.0,0.188634637588355,0.0,0.0,0.0,0.0,0.0913281956144735,0.136181990857576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201572224340917,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.198301363616777,0.0808120523433011,0.119119466344906,0.0,0.0,0.208761333416664,0.113948782948869,0.0,0.0,0.0,0.0,0.0991593592920228,0.0,0.0,0.0,0.0,0.0986978793502508,0.0,0.0,0.0,0.0811997626872092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.19708048572051,0.0641174658142557,0.0,0.137508125055729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792626073619801,0.0,0.0,0.0,0.0,0.22036652842325,0.215368230106824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862965575174515
64,0.0,0.0,0.42668056024331,0.0,0.0,0.466029729229655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107289710527035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0723811931355627,0.0,0.0,0.227858840125339,0.0,0.32550234189175,0.0,0.0,0.0,0.0987179799030575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695723438018868,0.0,0.0,0.0,0.0,0.0,0.205967301142404,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0587725653065992,0.0,0.333001988529666,0.0,0.0,0.0,0.424316369570137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183909076593597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25877135806689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158894428611348,0.0,0.0,0.508730018504262,0.0,0.0,0.0,0.0,0.0,0.0,0.0736041948175009,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.170512563398079,0.182503041855107,0.309063559372341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207923625765851,0.0,0.0,0.0,0.0,0.0,0.0,0.129997209608622,0.0,0.0,0.0,0.0
69,0.0,0.0694932616729128,0.113829382988789,0.0907748796409334,0.185887338290443,0.450002314876425,0.0,0.0,0.0,0.0900128225304963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.308499599705088,0.0,0.0,0.0,0.0,0.223126725171504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0945836393740777,0.0,0.0,0.128927750345602,0.0,0.0,0.0,0.0,0.0,0.244862285403728,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0620503418407526,0.0,0.127486988036873,0.280619567396143,0.0,0.218981798956039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622919678139718,0.0,0.147696632514824,0.100872703441396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.14906500654791,0.0,0.0,0.0,0.157166164234278,0.0,0.0,0.308887833443458,0.0,0.0,0.0,0.0,0.0,0.0,0.176216433947732,0.0,0.0,0.119502997377062,0.0,0.0,0.0891615644495597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.426835198700896,0.201819682059398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109783184233408,0.0775365769026623,0.0,0.184025358103636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0678511295863632,0.0,0.388328276332257,0.0,0.071941226842238,0.0731420125329458,0.0,0.0,0.123098886787613,0.114387631828348,0.0,0.0633143430929729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979364929972622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.152295172933381,0.0,0.0,0.276474896935382,0.162252609250133,0.0,0.0,0.0,0.0992436363301439,0.0,0.0,0.0,0.0,0.0,0.0,0.186195588776965,0.123538095773995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.175517044349828,0.0,0.060559577141909,0.0,0.560321904973109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120801356020546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828001175146086
77,0.0,0.0,0.0,0.0,0.491847241000406,0.0,0.0,0.0,0.0528574835727598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295371706625851,0.0,0.0,0.159923568800983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.651814658259543,0.0,0.08104749799586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097657309853005,0.0,0.0,0.0,0.0917659510633074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777145828282846
79,0.0,0.0,0.206919149478564,0.0,0.0,0.0,0.0,0.465081388338807,0.0,0.0,0.0,0.0,0.108818044651457,0.0,0.0,0.0,0.0,0.120438557857332,0.0,0.0987428596738402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.118158178715877,0.231702940051271,0.0992318401117648,0.0,0.0,0.141401460162703,0.0,0.0725683041218432,0.0,0.0866861836722819,0.0,0.0,0.0,0.0,0.123093654368978,0.0,0.0,0.0,0.0,0.0,0.0,0.0652919437119097,0.0,0.0,0.0,0.0618654950833702
81,0.0,0.0,0.0,0.192009169683831,0.195408710350723,0.195025870356931,0.105847937477058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851081554347695,0.0,0.0,0.226600156696687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.16431947362646,0.0,0.0,0.0,0.0,0.225372092830395,0.0,0.0,0.0,0.157596184016476,0.0,0.0903998371774206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295694325763031,0.0,0.0,0.066618086586217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.164350712613545,0.405529379172787,0.0,0.227041953564743,0.0,0.0,0.0,0.0,0.0,0.203077954648925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.160239386239389,0.0,0.0758535261779484,0.337566345645253,0.0,0.130159829369318,0.0,0.0,0.0911704913009612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205010421267131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.32175312377426,0.184541389696913,0.0,0.0,0.0918549672994103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296082339865027,0.0,0.0,0.10576817936439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.130627594370949,0.0,0.420064691327494,0.151010183047899,0.0,0.0,0.0872069610197755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659867066420746,0.0,0.0,0.0654623950097137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796414685820949
87,0.0,0.0,0.0910509648532429,0.111981032512803,0.122419022027391,0.132261773178599,0.172066914171109,0.0,0.0,0.0,0.0887504303592273,0.0,0.0901385052633982,0.0734955439131606,0.0,0.117835813721069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.121475257516993,0.116609876914052,0.0,0.346110052536821,0.0,0.0,0.0,0.0,0.0,0.0,0.133713313976418,0.0,0.0,0.0,0.109401834710113,0.0,0.0,0.0,0.0,0.0,0.0968443957169368,0.0,0.0,0.0,0.0,0.0,0.0,0.0758452686286667
89,0.0,0.0659307998257999,0.0612344051881772,0.0,0.0,0.371394766950436,0.112649642367221,0.0,0.133457208867205,0.127161437237141,0.0,0.0602065771153349,0.0679651624486853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.130623181951392,0.0,0.0921736531794517,0.0,0.28156915335368,0.0,0.113364801048666,0.0662397913701369,0.142024653577733,0.0,0.0,0.0,0.0894188972880256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845858682309139
91,0.0,0.175717317339184,0.0,0.139062804721287,0.0,0.0,0.0,0.0,0.0,0.224345678088951,0.0,0.0,0.0,0.141967280564557,0.0,0.0,0.0,0.0,0.318906919286021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
