"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"0",3.49748589749429e-05,3.49748589747174e-05,3.49748589771307e-05,0.32569808221135,3.49748589749476e-05,0.0506156368748957,3.49748589749546e-05,3.49748589749268e-05,3.49748589749424e-05,3.49748589873921e-05,0.0369496178886606,3.49748589807004e-05,3.49748589755618e-05,3.49748589749401e-05,3.49748589749431e-05,3.49748589343854e-05,3.49748589749475e-05,0.160710613414795,0.0276713643266478,0.3976901629637,3.49748589749444e-05,3.49748584213698e-05,3.49748589749517e-05,3.49748589749435e-05,3.49748589749441e-05
"1",3.37638618055584e-05,0.0313386950811346,3.37638618079954e-05,0.0763862205457694,3.37638618116385e-05,3.37638618055425e-05,3.37638618055743e-05,0.153391884382143,3.37638618055631e-05,3.37638618071016e-05,0.133129317532691,0.0214992987784667,3.37638617987298e-05,0.141959203637683,0.00167627140052963,0.040966223783529,0.167575234139779,0.0804348800081656,0.00710699426481254,0.144096846241827,3.37638618055645e-05,3.37638618190219e-05,3.37638618055557e-05,3.37638617966692e-05,3.37638617955784e-05
"2",6.72898858003569e-05,0.287927544997954,6.72898858003543e-05,6.72898858003613e-05,0.0754226103127496,6.72898858003591e-05,6.72898858003497e-05,6.72898858003574e-05,0.0477938279359637,6.72898857814513e-05,0.0529123298565811,0.115438641125547,0.00938461813839464,6.72898858003583e-05,6.72898857695733e-05,0.104527857850389,0.178271268192502,0.00782465535542185,6.72898858003572e-05,6.72898858003626e-05,0.00248274914346185,0.0552348422511732,0.0453936344044193,0.0165779418058885,6.72898858003596e-05
"3",0.0059064519503068,0.156836966735241,3.36737146649446e-05,4.71205369004429e-05,0.133075022047698,3.36737147558024e-05,3.36737147558434e-05,0.254192986225362,4.41956946243244e-05,3.36737148587636e-05,3.36737147628765e-05,3.36737147562515e-05,3.36737147567413e-05,3.36737147558419e-05,3.36737147664545e-05,3.36737149995348e-05,3.36737147558331e-05,0.100322966787877,0.0657749360741548,3.36737147582459e-05,0.283260574512029,3.36737141902743e-05,3.36737147558425e-05,3.36737147573177e-05,3.36737147558049e-05
"4",0.0667060238224045,0.388309427919584,3.30553885270585e-05,3.30553885270581e-05,3.30553885270595e-05,3.30553885270533e-05,0.355534150910676,3.30553885270463e-05,0.0509148310575862,3.30553885354077e-05,3.30553885270588e-05,3.30553885293806e-05,0.0354553611395089,4.28539509187459e-05,0.00253043479646681,0.0177224410466662,4.42353418579007e-05,0.0822437265345473,3.30553885270561e-05,3.30553885273933e-05,3.30553885270712e-05,3.30553888986711e-05,3.37380400221949e-05,3.30553885270611e-05,3.30553885270594e-05
"5",0.0816323621417474,6.61474389330262e-05,0.15673579904396,0.0252462648222358,0.0713121574253709,6.6147438933984e-05,6.61474389330237e-05,0.00265388213485021,6.61474389330294e-05,0.0526895256075648,0.233341949659595,0.0454583376102569,0.117940257910442,6.6147438933027e-05,0.0113567723338143,0.0225868578631944,0.0919123643082448,6.61474389330268e-05,0.0863396998824321,6.61474389334795e-05,6.61474389330189e-05,6.61474280173096e-05,6.61474389330286e-05,6.61474389419363e-05,6.61474389330285e-05
"6",3.38168935346109e-05,0.219880859476656,3.38168935346127e-05,0.0538343524762936,0.145750470995088,0.00178221838477084,3.38168935346138e-05,3.3816893534615e-05,3.38168935346175e-05,0.0172127569137092,3.38168935344458e-05,0.174090838742513,0.00801191314350454,3.38168935346212e-05,0.0104063937527608,0.0026207555087061,0.00240396112731568,3.38168935346572e-05,0.00131849768195407,3.38168935340755e-05,0.338664739068412,3.38168883807873e-05,3.38168935346159e-05,0.0236164400110547,3.38168935346135e-05
"7",1.67850400316441e-05,0.122922633546992,0.00168240838180351,0.0114827584963012,1.67850400229656e-05,1.67850400316483e-05,0.27283997519365,2.07143865674798e-05,0.00411107810772267,1.67850400355034e-05,0.214908228972659,1.67850400361953e-05,0.00320701341942978,0.0384307795097506,0.0838617130196419,0.0866850712858749,3.82473914697061e-05,0.0637235141905676,0.0590336890733326,0.012678828018586,1.67850400316332e-05,1.67850422516226e-05,0.0242222816431533,1.67850400251755e-05,1.67850400316422e-05
"8",4.59232717898621e-05,0.000495255417709278,0.0805426245757722,0.134965026764956,0.00780187327134921,4.59232717898637e-05,0.221221235041627,5.2699695074133e-05,0.0639249615082005,0.00465539362720989,0.206076527159801,0.0787651315777868,4.5923271789863e-05,0.0569125359845495,4.59232717975314e-05,0.0617609852291183,0.0822218078662584,9.87862908961072e-05,4.59232717898607e-05,4.59232717898671e-05,4.59232717898649e-05,4.59232717833106e-05,4.59232717898633e-05,4.59232717910161e-05,4.59232717898632e-05
"9",3.27682805635848e-05,0.138576855774321,0.00271300890125727,0.00326116178067853,0.0742337168366184,3.27682805635832e-05,0.200858181228689,0.286489239530029,4.8348268045303e-05,3.27682805129692e-05,0.0610813927545795,3.27682805641175e-05,3.27682805457724e-05,0.0488341439607388,3.27682807351254e-05,3.27682804818984e-05,3.27682805635829e-05,0.0108813138799435,0.0362313370853764,0.00945324680340573,0.091800838390351,0.0351767637197576,3.27682805635992e-05,3.27682805543361e-05,3.27682805609331e-05
