"","0","1","2","3","4","5","6","7","8","9"
"0",0.435424077793339,0.0296949395345257,0.000135228306085203,0.000146984778030782,0.000135228306267073,0.0941097991727832,0.000135228306292083,0.394550485087857,0.0455328004085552,0.00013522830626463
"1",0.231143580783803,0.000127796186611702,0.000127796186532243,0.000127796186612746,0.0141881332876732,0.585966996098179,0.0378173069401612,0.114547336372097,0.0158165452936322,0.00013671266469859
"2",0.355147596939857,0.0275474636902825,0.000175687830403661,0.15254916314331,0.128862569068631,0.238274158527686,0.0942625480679162,0.00282943707115291,0.000175687830380454,0.000175687830380454
"3",0.077292121744017,0.000121559694783444,0.00012155969467274,0.228948308666344,0.000121559694749831,0.21554375491373,0.000121559694839451,0.0534795871594044,0.127673994144092,0.296575994593368
"4",0.400447437007559,0.40615830288758,0.000120476324317153,0.000120476324336583,0.000120476324332075,0.10609286576733,0.0530217505654959,0.0336671956807275,0.000126341552167174,0.000124677566154428
"5",0.0314141182160802,0.000239751323006062,0.0484615242308811,0.3021323223874,0.198653438610202,0.14748526352091,0.162935452300383,0.0263424353979502,0.0820959426901808,0.000239751323006064
"6",0.151857113557059,0.000248572909998378,0.0147038260159693,0.177126256619207,0.177882078405744,0.000248572909998384,0.0249111049967155,0.0803235784034227,0.00681354959027398,0.365885346591612
"7",0.185194658723046,0.313304033534656,0.00018595078388041,0.133075697140066,0.000185950783255757,0.0982212658886412,0.174899357802338,0.0240249990832516,0.0583070838503586,0.0126010024105069
"8",0.0360762700541366,0.192475407141356,0.000736235697013318,0.146351189677048,0.154095027371553,0.270323037799075,0.0528833192957752,0.14475609909179,0.000245351578866192,0.00205806229338806
"9",0.16670382818228,0.234552482494757,0.000120603324274512,0.140736620682779,0.00012060332390519,0.275215294658908,0.000120603324146394,0.00912431793784737,0.062603059784809,0.110702586286293
"10",0.22470786764614,0.000192698786628155,0.160249185360327,0.354353512432258,0.108020423156693,0.0204446814455353,0.000192698786661465,0.131453534812501,0.000192698786628155,0.000192698786628155
"11",0.703382010350881,4.34012941513016e-05,4.34012992654748e-05,4.34012941513021e-05,0.261416620118205,0.000103157978001931,0.034837803780009,4.34012941538905e-05,4.34012941513015e-05,4.34012970300643e-05
"12",8.5507387886608e-05,0.0084463067508536,8.55073886213891e-05,8.55073884369784e-05,0.13323148641673,0.664985433256903,8.55073884601404e-05,0.192640885131396,0.000268351502292991,8.55073884195509e-05
"13",0.137908645558782,0.000176853303518983,0.00432506045221692,0.210480034283296,0.0360004851732834,0.501383443174079,0.000176853303592309,0.077197825751345,0.0321739456963671,0.000176853303518984
"14",0.06508720282966,0.000173012676903437,0.000173012676786294,0.00017301267690344,0.0447098169793184,0.28838816055613,0.184097376128468,0.161339134849344,0.228434478590021,0.0274247920364654
"15",0.0301277861527391,0.108860005893979,0.000121600535309757,0.0579618570118416,0.000121600535117395,0.605332592787877,0.0983408004768955,0.0819619924431257,0.000121600535116878,0.0170501636279985
"16",0.159449537508757,0.000245448047326964,0.0432175225437629,0.0550932969772455,0.156499687336732,0.42506152304471,0.0828596701599398,0.0139854635225188,0.0633424028116805,0.000245448047326963
"17",0.110502404102579,0.0515983391661649,0.0891756346611401,0.0526740941775726,0.224607668869491,0.0930280954146398,0.0987635708006037,0.197816557712402,0.0670231598269082,0.0148104752684989
"18",0.112427420611013,0.0323312376330062,0.0399420234650407,0.0225496826527993,0.116686011209301,0.344837837553275,0.0889719322935056,0.156631449339147,0.0380739797750992,0.0475484254678134
"19",0.0806656395669285,0.00018040667554349,0.00018040667548802,0.0648092433401526,0.156180563839895,0.458191712478377,0.131699904028647,0.107731310043611,0.000180406675543485,0.000180406675814494
