,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.04090268164873123,0.08885754644870758,0.41889986395835876,0.06981664150953293,0.050775740295648575,0.018335683271288872,0.22284908592700958,0.03596615046262741,0.004936530254781246,0.023977432399988174,0.011283498257398605,0.0077574048191308975,0.0007052186410874128,0.004936530254781246
1,0.03964098542928696,0.0893792062997818,0.3676140606403351,0.017576664686203003,0.15482422709465027,0.15706805884838104,0.09274495393037796,0.057591624557971954,0.007105459924787283,0.003365744138136506,0.002991772722452879,0.003739715786650777,0.0048616304993629456,0.0014958863612264395
2,0.06479860097169876,0.06611208617687225,0.5179509520530701,0.03721541166305542,0.12521891295909882,0.04640980809926987,0.08450087904930115,0.03633975610136986,0.007005253806710243,0.0013134850887581706,0.007443082518875599,0.005253940355032682,0.0,0.0004378283629193902
3,0.05345911905169487,0.18301886320114136,0.2836478054523468,0.009433962404727936,0.3446540832519531,0.013836477883160114,0.057861633598804474,0.00503144646063447,0.022012578323483467,0.013836477883160114,0.007547169923782349,0.002515723230317235,0.002515723230317235,0.0006289308075793087
4,0.04212454333901405,0.1547619104385376,0.2756410241127014,0.04304029420018196,0.1419413983821869,0.09249084442853928,0.09432234615087509,0.021978022530674934,0.0018315018387511373,0.033882785588502884,0.08608058840036392,0.006410256493836641,0.0018315018387511373,0.0036630036775022745
5,0.06621004641056061,0.08447488397359848,0.3002282977104187,0.07305935770273209,0.12899543344974518,0.06050228327512741,0.2214611917734146,0.02168949693441391,0.0034246575087308884,0.0125570772215724,0.0034246575087308884,0.014840182848274708,0.0034246575087308884,0.00570776266977191
6,0.09424520283937454,0.14678898453712463,0.3352794051170349,0.056713927537202835,0.04003336280584335,0.08423686772584915,0.10508757084608078,0.04170141741633415,0.00917431153357029,0.007506255060434341,0.056713927537202835,0.010842368938028812,0.004170141648501158,0.007506255060434341
7,0.054507337510585785,0.20195667445659637,0.33752620220184326,0.006988120265305042,0.10062892735004425,0.056603774428367615,0.11180992424488068,0.04891684278845787,0.04332634434103966,0.006988120265305042,0.020265549421310425,0.006289307959377766,0.002795248059555888,0.001397624029777944
8,0.03192584961652756,0.1956745684146881,0.4366632401943207,0.008238929323852062,0.12667353451251984,0.052523173391819,0.11431513726711273,0.009268795140087605,0.005149330478161573,0.0,0.010298660956323147,0.0030895983800292015,0.0030895983800292015,0.0030895983800292015
9,0.0558183528482914,0.14853358268737793,0.28003785014152527,0.020813623443245888,0.10406811535358429,0.05960264801979065,0.1665089875459671,0.07757805287837982,0.013245033100247383,0.007568590342998505,0.031220436096191406,0.0236518457531929,0.0037842951714992523,0.007568590342998505
10,0.04207119718194008,0.1650485396385193,0.23948219418525696,0.012944984249770641,0.34951457381248474,0.004854368977248669,0.04368932172656059,0.02103559859097004,0.006472492124885321,0.01779935322701931,0.06472492218017578,0.011326860636472702,0.019417475908994675,0.0016181230312213302
11,0.03840000182390213,0.05119999870657921,0.6136000156402588,0.012799999676644802,0.040800001472234726,0.02319999970495701,0.1703999936580658,0.024800000712275505,0.007199999876320362,0.0015999999595806003,0.004000000189989805,0.00559999980032444,0.0,0.006399999838322401
12,0.029529130086302757,0.17717477679252625,0.41819632053375244,0.01197126880288124,0.10055866092443466,0.0901835560798645,0.12210694700479507,0.021548284217715263,0.007182761561125517,0.0,0.007980845868587494,0.011173184029757977,0.0015961691970005631,0.0007980845985002816
13,0.0379146933555603,0.0379146933555603,0.5232227444648743,0.036966823041439056,0.07203791290521622,0.09289099276065826,0.14502370357513428,0.022748814895749092,0.007582938298583031,0.0009478672873228788,0.0009478672873228788,0.0018957345746457577,0.0037914691492915154,0.01611374318599701
14,0.05619146674871445,0.11030177026987076,0.4588969945907593,0.03433923050761223,0.06451612710952759,0.048907388001680374,0.06347554922103882,0.05411030352115631,0.01456815842539072,0.01248699240386486,0.07492195814847946,0.003121748100966215,0.0010405827779322863,0.003121748100966215
15,0.03751339763402939,0.1854233592748642,0.42550912499427795,0.008574490435421467,0.08896034210920334,0.06538049131631851,0.07717041671276093,0.03215434029698372,0.011789925396442413,0.04823151230812073,0.006430868059396744,0.009646302089095116,0.0010718113044276834,0.0021436226088553667
16,0.027749229222536087,0.1366906464099884,0.4008221924304962,0.008221994154155254,0.06577595323324203,0.07502569258213043,0.09866392612457275,0.05344295874238014,0.0020554985385388136,0.06269270181655884,0.04522096738219261,0.0,0.023638231679797173,0.0
17,0.040920715779066086,0.33589088916778564,0.25319692492485046,0.006820119451731443,0.25319692492485046,0.005115089472383261,0.05370844155550003,0.008525148965418339,0.004262574482709169,0.014492753893136978,0.019607843831181526,0.0,0.0017050298629328609,0.0025575447361916304
18,0.043478261679410934,0.12364130467176437,0.4225543439388275,0.01222826074808836,0.12907609343528748,0.07472825795412064,0.09646739065647125,0.043478261679410934,0.01766304299235344,0.013586956076323986,0.004076086916029453,0.009510869160294533,0.005434782709926367,0.004076086916029453
19,0.014502307400107384,0.11404086649417877,0.1127224788069725,0.007251153700053692,0.22412656247615814,0.2155570238828659,0.043506920337677,0.2584047317504883,0.001977587351575494,0.003955174703150988,0.0006591957644559443,0.0013183915289118886,0.0006591957644559443,0.0013183915289118886
20,0.027190333232283592,0.052870091050863266,0.3187311291694641,0.00906344410032034,0.18429003655910492,0.0317220538854599,0.0951661616563797,0.07401812821626663,0.0015105740167200565,0.0015105740167200565,0.1993957757949829,0.0015105740167200565,0.0,0.003021148033440113
21,0.054441262036561966,0.15595579147338867,0.3692181706428528,0.01841997541487217,0.12812116742134094,0.0613999180495739,0.10642652213573456,0.06344658136367798,0.006958657409995794,0.0024559968151152134,0.021694637835025787,0.006549324374645948,0.003274662187322974,0.001637331093661487
22,0.03143893554806709,0.0858524814248085,0.21765416860580444,0.029020555317401886,0.2865779995918274,0.06166868284344673,0.10640870779752731,0.083434097468853,0.02055622823536396,0.027811367064714432,0.035066504031419754,0.008464328944683075,0.004836759530007839,0.0012091898825019598
23,0.04213694483041763,0.12791572511196136,0.43566590547561646,0.036869827657938004,0.09706546366214752,0.039879608899354935,0.11662904173135757,0.022573363035917282,0.00827690027654171,0.00752445450052619,0.054176073521375656,0.005267118103802204,0.0015048908535391092,0.004514672793447971
24,0.05025773122906685,0.10824742168188095,0.375644326210022,0.031572163105010986,0.13981959223747253,0.0824742242693901,0.1295103132724762,0.02190721593797207,0.013530927710235119,0.009020618163049221,0.02835051529109478,0.003865979379042983,0.0006443298771046102,0.005154639016836882
25,0.019308125600218773,0.05148833617568016,0.5076428055763245,0.011263073422014713,0.18503619730472565,0.0732099786400795,0.0836685448884964,0.01609010435640812,0.0024135157000273466,0.016894610598683357,0.028157683089375496,0.00402252608910203,0.0,0.0008045052527450025
26,0.09042076766490936,0.08863025903701782,0.35899731516838074,0.0743061751127243,0.09847806394100189,0.071620412170887,0.14413608610630035,0.030438674613833427,0.009847806766629219,0.007162041030824184,0.015219337306916714,0.003581020515412092,0.002685765502974391,0.004476275760680437
27,0.06090225651860237,0.11804511398077011,0.23984962701797485,0.0030075188260525465,0.20150375366210938,0.012781955301761627,0.10375940054655075,0.004511278122663498,0.0030075188260525465,0.03759398311376572,0.19699248671531677,0.01654135249555111,0.0015037594130262733,0.0
28,0.07801950722932816,0.15228807926177979,0.4343585968017578,0.029257314279675484,0.024756189435720444,0.06826706975698471,0.14703676104545593,0.03675919026136398,0.006751687731593847,0.009002250619232655,0.00600150041282177,0.003000750206410885,0.0015003751032054424,0.003000750206410885
